Plaatsnaam,Provincie,Land,url_akkoord,docpdf,doctxt,Latitude,Longitude
Hoogeveen,Drenthe,Nederland,http://www.documentcloud.org/documents/2685073-158-Hoogeveen-Collegeprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685073/158-Hoogeveen-Collegeprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685073/158-Hoogeveen-Collegeprogramma-2014-2018.txt,52.728616,6.4901
Hoogezand-Sappemeer,Groningen,Nederland,http://www.documentcloud.org/documents/2685074-159-Hoogezand-Sappemeer-Coalitieakkoord.html,https://assets.documentcloud.org/documents/2685074/159-Hoogezand-Sappemeer-Coalitieakkoord.pdf,https://assets.documentcloud.org/documents/2685074/159-Hoogezand-Sappemeer-Coalitieakkoord.txt,53.16379,6.755887
Hoorn,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685075-160-Hoorn-Coalitieakkoord-2014.html,https://assets.documentcloud.org/documents/2685075/160-Hoorn-Coalitieakkoord-2014.pdf,https://assets.documentcloud.org/documents/2685075/160-Hoorn-Coalitieakkoord-2014.txt,52.642365,5.060212
Horst aan de Maas,Limburg,Nederland,http://www.documentcloud.org/documents/2685076-161-Horst-Aan-De-Maas-Coalitieakkoord-CDA.html,https://assets.documentcloud.org/documents/2685076/161-Horst-Aan-De-Maas-Coalitieakkoord-CDA.pdf,https://assets.documentcloud.org/documents/2685076/161-Horst-Aan-De-Maas-Coalitieakkoord-CDA.txt,51.423226,6.030317
Houten,Utrecht,Nederland,http://www.documentcloud.org/documents/2685077-162-Houten-Beleidsakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685077/162-Houten-Beleidsakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685077/162-Houten-Beleidsakkoord-2014-2018.txt,52.027843,5.163002
Huizen,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685078-163-Huizen-Collegeakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685078/163-Huizen-Collegeakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685078/163-Huizen-Collegeakkoord-2014-2018.txt,52.299465,5.243393
Hulst,Zeeland,Nederland,http://www.documentcloud.org/documents/2685080-164-Hulst-Coalitieprogramma-Hulst-2014-2018.html,https://assets.documentcloud.org/documents/2685080/164-Hulst-Coalitieprogramma-Hulst-2014-2018.pdf,https://assets.documentcloud.org/documents/2685080/164-Hulst-Coalitieprogramma-Hulst-2014-2018.txt,51.280691,4.054887
IJsselstein,Utrecht,Nederland,http://www.documentcloud.org/documents/2685081-165-IJsselstein-Bestuursovereenkomst-2014-2018.html,https://assets.documentcloud.org/documents/2685081/165-IJsselstein-Bestuursovereenkomst-2014-2018.pdf,https://assets.documentcloud.org/documents/2685081/165-IJsselstein-Bestuursovereenkomst-2014-2018.txt,52.017765,5.0403
Kaag en Braassem,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685082-166-Kaag-en-Braassem-Raadsakkoord.html,https://assets.documentcloud.org/documents/2685082/166-Kaag-en-Braassem-Raadsakkoord.pdf,https://assets.documentcloud.org/documents/2685082/166-Kaag-en-Braassem-Raadsakkoord.txt,52.204135,4.631315
Kampen,Overijssel,Nederland,http://www.documentcloud.org/documents/2685083-167-Kampen-Collegeprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685083/167-Kampen-Collegeprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685083/167-Kampen-Collegeprogramma-2014-2018.txt,52.557965,5.914462
Kapelle,Zeeland,Nederland,http://www.documentcloud.org/documents/2685084-168-Kapelle-Coalitieakkoord-Def-2014-2018.html,https://assets.documentcloud.org/documents/2685084/168-Kapelle-Coalitieakkoord-Def-2014-2018.pdf,https://assets.documentcloud.org/documents/2685084/168-Kapelle-Coalitieakkoord-Def-2014-2018.txt,51.484755,3.959631
Katwijk,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685085-169-Katwijk-Coalitieakkoord-Def-2014-2018.html,https://assets.documentcloud.org/documents/2685085/169-Katwijk-Coalitieakkoord-Def-2014-2018.pdf,https://assets.documentcloud.org/documents/2685085/169-Katwijk-Coalitieakkoord-Def-2014-2018.txt,52.199252,4.411413
Kerkrade,Limburg,Nederland,http://www.documentcloud.org/documents/2685086-170-Kerkrade-Coalitieakkoord-Kerkrade-11-April.html,https://assets.documentcloud.org/documents/2685086/170-Kerkrade-Coalitieakkoord-Kerkrade-11-April.pdf,https://assets.documentcloud.org/documents/2685086/170-Kerkrade-Coalitieakkoord-Kerkrade-11-April.txt,50.865946,6.070549
Koggenland,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685088-171-Koggenland-Coalitieprogramma-CDA-VVD-2014.html,https://assets.documentcloud.org/documents/2685088/171-Koggenland-Coalitieprogramma-CDA-VVD-2014.pdf,https://assets.documentcloud.org/documents/2685088/171-Koggenland-Coalitieprogramma-CDA-VVD-2014.txt,52.652196,4.942015
Kollumerland en Nieuwkruisland,Friesland,Nederland,http://www.documentcloud.org/documents/2685089-172-Kollumerland-BESTUURSAKKOORD-Definitief-2014.html,https://assets.documentcloud.org/documents/2685089/172-Kollumerland-BESTUURSAKKOORD-Definitief-2014.pdf,https://assets.documentcloud.org/documents/2685089/172-Kollumerland-BESTUURSAKKOORD-Definitief-2014.txt,53.305888,6.189109
Korendijk,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685090-173-Korendijk-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685090/173-Korendijk-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685090/173-Korendijk-Coalitieprogramma-2014-2018.txt,51.810962,4.342386
Krimpen aan den IJssel,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685091-174-Krimpen-Aan-Den-IJssel-Coalitieakkoord.html,https://assets.documentcloud.org/documents/2685091/174-Krimpen-Aan-Den-IJssel-Coalitieakkoord.pdf,https://assets.documentcloud.org/documents/2685091/174-Krimpen-Aan-Den-IJssel-Coalitieakkoord.txt,51.914353,4.596233
Krimpenerwaard,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685093-175-Krimpenerwaard-Coalitieakkoord-2015-2018.html,https://assets.documentcloud.org/documents/2685093/175-Krimpenerwaard-Coalitieakkoord-2015-2018.pdf,https://assets.documentcloud.org/documents/2685093/175-Krimpenerwaard-Coalitieakkoord-2015-2018.txt,51.982222,4.781667
Laarbeek,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685094-176-Laarbeek-Coalitieakkoord-Laarbeek-2014-2018.html,https://assets.documentcloud.org/documents/2685094/176-Laarbeek-Coalitieakkoord-Laarbeek-2014-2018.pdf,https://assets.documentcloud.org/documents/2685094/176-Laarbeek-Coalitieakkoord-Laarbeek-2014-2018.txt,51.538447,5.621273
Landerd,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685096-177-Landerd-Coalitieprogramma-Landerd-2014-2018.html,https://assets.documentcloud.org/documents/2685096/177-Landerd-Coalitieprogramma-Landerd-2014-2018.pdf,https://assets.documentcloud.org/documents/2685096/177-Landerd-Coalitieprogramma-Landerd-2014-2018.txt,51.726775,5.659492
Landgraaf,Limburg,Nederland,http://www.documentcloud.org/documents/2685097-178-Landgraaf-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685097/178-Landgraaf-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685097/178-Landgraaf-Coalitieakkoord-2014-2018.txt,50.892765,6.022408
Landsmeer,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685390-179-Landsmeer-Coalitieprogramma-Landsmeer-2014.html,https://assets.documentcloud.org/documents/2685390/179-Landsmeer-Coalitieprogramma-Landsmeer-2014.pdf,https://assets.documentcloud.org/documents/2685390/179-Landsmeer-Coalitieprogramma-Landsmeer-2014.txt,52.429567,4.913812
Langedijk,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685099-180-Langedijk-Coaltitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685099/180-Langedijk-Coaltitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685099/180-Langedijk-Coaltitieakkoord-2014-2018.txt,52.686711,4.783899
Lansingerland,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685100-181-Lansingerland-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685100/181-Lansingerland-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685100/181-Lansingerland-Coalitieakkoord-2014-2018.txt,51.998714,4.516263
Laren,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685101-182-Laren-Coalitie-Akkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685101/182-Laren-Coalitie-Akkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685101/182-Laren-Coalitie-Akkoord-2014-2018.txt,52.256817,5.224155
Leek,Groningen,Nederland,http://www.documentcloud.org/documents/2685102-183-Leek-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685102/183-Leek-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685102/183-Leek-Coalitieakkoord-2014-2018.txt,53.161611,6.390616
Leerdam,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685103-184-Leerdam-Raadsprogramma-2014-2018-Verbindend.html,https://assets.documentcloud.org/documents/2685103/184-Leerdam-Raadsprogramma-2014-2018-Verbindend.pdf,https://assets.documentcloud.org/documents/2685103/184-Leerdam-Raadsprogramma-2014-2018-Verbindend.txt,51.894313,5.096927
Leeuwarden,Friesland,Nederland,http://www.documentcloud.org/documents/2685105-185-Leeuwarden-Collegeprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685105/185-Leeuwarden-Collegeprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685105/185-Leeuwarden-Collegeprogramma-2014-2018.txt,53.201233,5.799913
Leeuwarderadeel,Friesland,Nederland,http://www.documentcloud.org/documents/2685106-186-Leeuwarderadeel-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685106/186-Leeuwarderadeel-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685106/186-Leeuwarderadeel-Coalitieprogramma-2014-2018.txt,53.264426,5.752334
Leiden,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685107-187-Leiden-Beleidsakkoord-2014-2018-20441406540351.html,https://assets.documentcloud.org/documents/2685107/187-Leiden-Beleidsakkoord-2014-2018-20441406540351.pdf,https://assets.documentcloud.org/documents/2685107/187-Leiden-Beleidsakkoord-2014-2018-20441406540351.txt,52.160114,4.49701
Leiderdorp,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685108-188-Leiderdorp-Coalitieakkoord-d66-Vvd-Cda-2014.html,https://assets.documentcloud.org/documents/2685108/188-Leiderdorp-Coalitieakkoord-d66-Vvd-Cda-2014.pdf,https://assets.documentcloud.org/documents/2685108/188-Leiderdorp-Coalitieakkoord-d66-Vvd-Cda-2014.txt,52.150985,4.528173
Leidschendam-Voorburg,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685110-189-Leidschendam-Voorburg-Coalitieakkoord-2014.html,https://assets.documentcloud.org/documents/2685110/189-Leidschendam-Voorburg-Coalitieakkoord-2014.pdf,https://assets.documentcloud.org/documents/2685110/189-Leidschendam-Voorburg-Coalitieakkoord-2014.txt,52.087731,4.399385
Lelystad,Flevoland,Nederland,http://www.documentcloud.org/documents/2685111-190-Lelystad-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685111/190-Lelystad-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685111/190-Lelystad-Coalitieakkoord-2014-2018.txt,52.518537,5.471422
Leudal,Limburg,Nederland,http://www.documentcloud.org/documents/2685112-191-Leudal-Coalitieakkoord-Samen-Verder-en-CDA.html,https://assets.documentcloud.org/documents/2685112/191-Leudal-Coalitieakkoord-Samen-Verder-en-CDA.pdf,https://assets.documentcloud.org/documents/2685112/191-Leudal-Coalitieakkoord-Samen-Verder-en-CDA.txt,51.261966,5.890997
Leusden,Utrecht,Nederland,http://www.documentcloud.org/documents/2685113-192-Leusden-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685113/192-Leusden-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685113/192-Leusden-Coalitieakkoord-2014-2018.txt,52.131793,5.429469
Lingewaal,Gelderland,Nederland,http://www.documentcloud.org/documents/2685114-193-Lingewaal-Collegeprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685114/193-Lingewaal-Collegeprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685114/193-Lingewaal-Collegeprogramma-2014-2018.txt,51.838089,5.076384
Lingewaard,Gelderland,Nederland,http://www.documentcloud.org/documents/2685115-194-Lingewaard-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685115/194-Lingewaard-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685115/194-Lingewaard-Coalitieprogramma-2014-2018.txt,51.903891,5.935221
Lisse,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685116-195-Lisse-2014-04-16-Bestuursakkoord-Definitief.html,https://assets.documentcloud.org/documents/2685116/195-Lisse-2014-04-16-Bestuursakkoord-Definitief.pdf,https://assets.documentcloud.org/documents/2685116/195-Lisse-2014-04-16-Bestuursakkoord-Definitief.txt,52.25793,4.557483
Littenseradiel,Friesland,Nederland,http://www.documentcloud.org/documents/2685117-196-Littenseradiel-Coalitieakkoord-SAM-FNP-2014.html,https://assets.documentcloud.org/documents/2685117/196-Littenseradiel-Coalitieakkoord-SAM-FNP-2014.pdf,https://assets.documentcloud.org/documents/2685117/196-Littenseradiel-Coalitieakkoord-SAM-FNP-2014.txt,53.106598,5.631513
Lochem,Gelderland,Nederland,http://www.documentcloud.org/documents/2685119-197-Lochem-Bestuursakkoord.html,https://assets.documentcloud.org/documents/2685119/197-Lochem-Bestuursakkoord.pdf,https://assets.documentcloud.org/documents/2685119/197-Lochem-Bestuursakkoord.txt,52.161412,6.415599
Loon op Zand,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685120-198-Loon-Op-Zand-2014-04-24-Coalitieakkoord.html,https://assets.documentcloud.org/documents/2685120/198-Loon-Op-Zand-2014-04-24-Coalitieakkoord.pdf,https://assets.documentcloud.org/documents/2685120/198-Loon-Op-Zand-2014-04-24-Coalitieakkoord.txt,51.627014,5.072009
Lopik,Utrecht,Nederland,http://www.documentcloud.org/documents/2685121-199-Lopik-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685121/199-Lopik-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685121/199-Lopik-Coalitieakkoord-2014-2018.txt,51.974861,4.945148
Loppersum,Groningen,Nederland,http://www.documentcloud.org/documents/2685122-200-Loppersum-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685122/200-Loppersum-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685122/200-Loppersum-Coalitieakkoord-2014-2018.txt,53.332175,6.747987
Losser,Overijssel,Nederland,http://www.documentcloud.org/documents/2685182-201-Losser-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685182/201-Losser-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685182/201-Losser-Coalitieakkoord-2014-2018.txt,52.262852,7.005785
Maasdriel,Gelderland,Nederland,http://www.documentcloud.org/documents/2685183-202-Maasdriel-Bestuursakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685183/202-Maasdriel-Bestuursakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685183/202-Maasdriel-Bestuursakkoord-2014-2018.txt,51.768907,5.323304
Maasgouw,Limburg,Nederland,http://www.documentcloud.org/documents/2685184-203-Maasgouw-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685184/203-Maasgouw-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685184/203-Maasgouw-Coalitieprogramma-2014-2018.txt,51.167805,5.88414
Maassluis,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685185-204-Maassluis-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685185/204-Maassluis-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685185/204-Maassluis-Coalitieakkoord-2014-2018.txt,51.922607,4.254566
Maastricht,Limburg,Nederland,http://www.documentcloud.org/documents/2685186-205-Maastricht-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685186/205-Maastricht-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685186/205-Maastricht-Coalitieakkoord-2014-2018.txt,50.851368,5.690973
De Marne,Groningen,Nederland,http://www.documentcloud.org/documents/2685187-206-De-Marne-Collegeprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685187/206-De-Marne-Collegeprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685187/206-De-Marne-Collegeprogramma-2014-2018.txt,53.360934,6.380521
Marum,Groningen,Nederland,http://www.documentcloud.org/documents/2685188-207-Marum-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685188/207-Marum-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685188/207-Marum-Coalitieakkoord-2014-2018.txt,53.146252,6.267326
Medemblik,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685189-208-Medemblik-Coalitieakkoord-CDA-GB-D66-2014-2018.html,https://assets.documentcloud.org/documents/2685189/208-Medemblik-Coalitieakkoord-CDA-GB-D66-2014-2018.pdf,https://assets.documentcloud.org/documents/2685189/208-Medemblik-Coalitieakkoord-CDA-GB-D66-2014-2018.txt,52.767447,5.106918
Meerssen,Limburg,Nederland,http://www.documentcloud.org/documents/2685190-209-Meerssen-Definitieve-Tekst-Bestuursakkoord.html,https://assets.documentcloud.org/documents/2685190/209-Meerssen-Definitieve-Tekst-Bestuursakkoord.pdf,https://assets.documentcloud.org/documents/2685190/209-Meerssen-Definitieve-Tekst-Bestuursakkoord.txt,50.884943,5.752637
Menameradiel,Friesland,Nederland,http://www.documentcloud.org/documents/2685191-210-Menameradiel-29-04-14-Coalitieakkoord-2014.html,https://assets.documentcloud.org/documents/2685191/210-Menameradiel-29-04-14-Coalitieakkoord-2014.pdf,https://assets.documentcloud.org/documents/2685191/210-Menameradiel-29-04-14-Coalitieakkoord-2014.txt,53.217905,5.661697
Menterwolde,Groningen,Nederland,http://www.documentcloud.org/documents/2685192-211-Menterwolde-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685192/211-Menterwolde-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685192/211-Menterwolde-Coalitieakkoord-2014-2018.txt,53.138772,6.9285
Meppel,Drenthe,Nederland,http://www.documentcloud.org/documents/2685193-212-Meppel-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685193/212-Meppel-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685193/212-Meppel-Coalitieakkoord-2014-2018.txt,52.692123,6.193719
Middelburg,Zeeland,Nederland,http://www.documentcloud.org/documents/2685194-213-Middelburg-Werkprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685194/213-Middelburg-Werkprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685194/213-Middelburg-Werkprogramma-2014-2018.txt,51.498796,3.610998
Midden-Delfland,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685195-214-Midden-Delftland-Samenwerkingsovereenkomst.html,https://assets.documentcloud.org/documents/2685195/214-Midden-Delftland-Samenwerkingsovereenkomst.pdf,https://assets.documentcloud.org/documents/2685195/214-Midden-Delftland-Samenwerkingsovereenkomst.txt,51.954201,4.28831
Midden-Drenthe,Drenthe,Nederland,http://www.documentcloud.org/documents/2685196-215-Midden-Drenthe-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685196/215-Midden-Drenthe-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685196/215-Midden-Drenthe-Coalitieakkoord-2014-2018.txt,52.861104,6.512304
Mill en Sint Hubert,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685197-216-Mill-en-St-Hubert-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685197/216-Mill-en-St-Hubert-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685197/216-Mill-en-St-Hubert-Coalitieprogramma-2014-2018.txt,51.679807,5.755381
Moerdijk,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685198-217-Moerdijk-UItvoeringsprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685198/217-Moerdijk-UItvoeringsprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685198/217-Moerdijk-UItvoeringsprogramma-2014-2018.txt,51.701817,4.62735
Molenwaard,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685199-218-Molenwaard-Coalitieprogramma-2013-2018.html,https://assets.documentcloud.org/documents/2685199/218-Molenwaard-Coalitieprogramma-2013-2018.pdf,https://assets.documentcloud.org/documents/2685199/218-Molenwaard-Coalitieprogramma-2013-2018.txt,51.89213,4.79834
Montferland,Gelderland,Nederland,http://www.documentcloud.org/documents/2685200-219-Montferland-Raadsprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685200/219-Montferland-Raadsprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685200/219-Montferland-Raadsprogramma-2014-2018.txt,51.919617,6.246311
Montfoort,Utrecht,Nederland,http://www.documentcloud.org/documents/2685201-220-Montfoort-Raadsprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685201/220-Montfoort-Raadsprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685201/220-Montfoort-Raadsprogramma-2014-2018.txt,52.036213,4.951859
Mook en Middelaar,Limburg,Nederland,http://www.documentcloud.org/documents/2685202-221-Mook-en-Middelaar-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685202/221-Mook-en-Middelaar-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685202/221-Mook-en-Middelaar-Coalitieakkoord-2014-2018.txt,51.75123,5.88163
Muiden,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685203-222-Muiden-Raadsprogramma-2014-2018-Definitief.html,https://assets.documentcloud.org/documents/2685203/222-Muiden-Raadsprogramma-2014-2018-Definitief.pdf,https://assets.documentcloud.org/documents/2685203/222-Muiden-Raadsprogramma-2014-2018-Definitief.txt,52.328697,5.068345
Naarden,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685204-223-Naarden-Coalitieakkoord-Waarden-Van-Naarden.html,https://assets.documentcloud.org/documents/2685204/223-Naarden-Coalitieakkoord-Waarden-Van-Naarden.pdf,https://assets.documentcloud.org/documents/2685204/223-Naarden-Coalitieakkoord-Waarden-Van-Naarden.txt,52.295255,5.160424
Neder-Betuwe,Gelderland,Nederland,http://www.documentcloud.org/documents/2685205-224-Neder-Betuwe-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685205/224-Neder-Betuwe-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685205/224-Neder-Betuwe-Coalitieprogramma-2014-2018.txt,51.930937,5.574103
Nederweert,Limburg,Nederland,http://www.documentcloud.org/documents/2685206-225-Nederweert-Coalitieakkoord-CDA-en-VVD-2014.html,https://assets.documentcloud.org/documents/2685206/225-Nederweert-Coalitieakkoord-CDA-en-VVD-2014.pdf,https://assets.documentcloud.org/documents/2685206/225-Nederweert-Coalitieakkoord-CDA-en-VVD-2014.txt,51.286563,5.752701
Neerijnen,Gelderland,Nederland,http://www.documentcloud.org/documents/2685207-226-Neerijnen-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685207/226-Neerijnen-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685207/226-Neerijnen-Coalitieprogramma-2014-2018.txt,51.831902,5.279356
Nieuwegein,Utrecht,Nederland,http://www.documentcloud.org/documents/2685208-227-Nieuwegein-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685208/227-Nieuwegein-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685208/227-Nieuwegein-Coalitieakkoord-2014-2018.txt,52.024821,5.091819
Nieuwkoop,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685209-228-Nieuwkoop-Coalitieakkoord-SBN-CDA-D66-2014.html,https://assets.documentcloud.org/documents/2685209/228-Nieuwkoop-Coalitieakkoord-SBN-CDA-D66-2014.pdf,https://assets.documentcloud.org/documents/2685209/228-Nieuwkoop-Coalitieakkoord-SBN-CDA-D66-2014.txt,52.150056,4.777359
Nijkerk,Gelderland,Nederland,http://www.documentcloud.org/documents/2685210-229-Nijkerk-Coalitieakkoord-Samen-De-Uitdaging.html,https://assets.documentcloud.org/documents/2685210/229-Nijkerk-Coalitieakkoord-Samen-De-Uitdaging.pdf,https://assets.documentcloud.org/documents/2685210/229-Nijkerk-Coalitieakkoord-Samen-De-Uitdaging.txt,52.222484,5.483563
Nijmegen,Gelderland,Nederland,http://www.documentcloud.org/documents/2685211-230-Nijmegen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685211/230-Nijmegen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685211/230-Nijmegen-Coalitieakkoord-2014-2018.txt,51.812563,5.837226
Nissewaard,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685212-231-Nissewaard-Coalitieakkoord-2015-2018.html,https://assets.documentcloud.org/documents/2685212/231-Nissewaard-Coalitieakkoord-2015-2018.pdf,https://assets.documentcloud.org/documents/2685212/231-Nissewaard-Coalitieakkoord-2015-2018.txt,FAILED,FAILED
Noord-Beveland,Zeeland,Nederland,http://www.documentcloud.org/documents/2685213-232-Noord-Beveland-Raadsprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685213/232-Noord-Beveland-Raadsprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685213/232-Noord-Beveland-Raadsprogramma-2014-2018.txt,51.570283,3.771484
Noordenveld,Drenthe,Nederland,http://www.documentcloud.org/documents/2685214-233-Noordenveld-Bestuursovereenkomst-2014-2018.html,https://assets.documentcloud.org/documents/2685214/233-Noordenveld-Bestuursovereenkomst-2014-2018.pdf,https://assets.documentcloud.org/documents/2685214/233-Noordenveld-Bestuursovereenkomst-2014-2018.txt,53.095093,6.445541
Noordoostpolder,Flevoland,Nederland,http://www.documentcloud.org/documents/2685215-234-Noordoostpolder-Gemeente-NOP-Coalitieakkoord.html,https://assets.documentcloud.org/documents/2685215/234-Noordoostpolder-Gemeente-NOP-Coalitieakkoord.pdf,https://assets.documentcloud.org/documents/2685215/234-Noordoostpolder-Gemeente-NOP-Coalitieakkoord.txt,52.692622,5.737842
Noordwijk,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685216-235-Noordwijk-Coalitiekoers-2014-2018.html,https://assets.documentcloud.org/documents/2685216/235-Noordwijk-Coalitiekoers-2014-2018.pdf,https://assets.documentcloud.org/documents/2685216/235-Noordwijk-Coalitiekoers-2014-2018.txt,52.239989,4.450009
Noordwijkerhout,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685217-236-Noordwijkerhout-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685217/236-Noordwijkerhout-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685217/236-Noordwijkerhout-Coalitieakkoord-2014-2018.txt,52.260194,4.495584
