X,Y,gml_id,datum,tijd,identificatieNummeraanduiding,identificatieAdresseerbaarObject,straatnaam,huisnummer,postcode,plaats,activiteitCode,activiteitOmschrijving,huisletter
107242.338,446413.607,V_000014874172_86922,11111111,120150111,513200000036007,513010013065138,Marconistraat,6,2809PD,Gouda,86922,Arbobegeleiding en reïntegratie,
152610.782,410612.126,V_000000055166_8411,20100607,130618520,796200000312583,796010000312584,Hoge Poeldonk,18,5215MS,'s-Hertogenbosch,8411,Algemeen overheidsbestuur,
150785.867,410083.312,V_000000055174_8411,20100607,130618520,796200000390766,796010000390767,Schubertsingel,32,5216XA,'s-Hertogenbosch,8411,Algemeen overheidsbestuur,
124324,411986,V_000000055131_8411,20100607,130618520,867200000042037,867010000013604,Scharlo,7,5165NG,Waspik,8411,Algemeen overheidsbestuur,
149143.453,410637.403,V_000000055158_8411,20100607,130618520,796200000327015,796010000327016,Zuidwal,58,5211JK,'s-Hertogenbosch,8411,Algemeen overheidsbestuur,
135834.915,396571.565,V_000000055107_8411,20100607,130618520,855200000003641,855010000026648,Hendrik Zwaardecroonstraat,7,5018CG,Tilburg,8411,Algemeen overheidsbestuur,
122734.863,402152.675,V_000000055123_8411,20100607,130618520,784200000000248,784010000008888,Bredestraat,13,5121PA,Rijen,8411,Algemeen overheidsbestuur,
87765.15,411852.26,V_000000055085_8411,20100607,130618520,1709200000439265,1709010000012422,Hellegatsweg,2,4797SM,Willemstad,8411,Algemeen overheidsbestuur,a
110481.997,397445.355,V_000000055093_8411,20100607,130618520,758200000080067,758010000023455,Graaf Engelbertlaan,161,4837DT,Breda,8411,Algemeen overheidsbestuur,
157425.651,379674.396,V_000000055255_8411,20100607,130618520,861200000386287,861010000386288,De Run,4601,5504DB,Veldhoven,8411,Algemeen overheidsbestuur,
167283.818,379571.577,V_000000055263_8411,20100607,130618520,1771200000008283,1771010000008283,de Zegge,1,5664EZ,Geldrop,8411,Algemeen overheidsbestuur,
158895,406643,V_000000055247_8411,20100607,130618520,844200000129782,844010000104777,Kanaaldijk-Zuid,9,5482ZW,Schijndel,8411,Algemeen overheidsbestuur,
159725.926,424306.475,V_000000055212_8411,20100607,130618520,828200001562017,828010001562018,Lithoijense Dijk,4,5396NE,Lithoijen,8411,Algemeen overheidsbestuur,
159663.494,406413.43,V_000000055239_8411,20100607,130618520,1721200000012350,1721010000012350,Kanaaldijk-Noord,10,5473KW,Heeswijk-Dinther,8411,Algemeen overheidsbestuur,
159737.033,424308.346,V_000000055220_8411,20100607,130618520,828200001508213,828010001508214,Lithoijense Dijk,4,5396NE,Lithoijen,8411,Algemeen overheidsbestuur,A
194195.304,465885.902,V_000007571054_8411,11111111,120150111,200200000075716,200010000130331,Laan van Westenenk,701,7334DP,Apeldoorn,8411,Algemeen overheidsbestuur,
144805,424739,V_000000055190_8411,20100607,130618520,297200000009925,297010000009925,Gamerschedijk,2,5301HT,Zaltbommel,8411,Algemeen overheidsbestuur,
148915.988,389750.031,V_000000055271_8411,20100607,130618520,823200000004332,823010000007433,Hogepad,1,5688HG,Oirschot,8411,Algemeen overheidsbestuur,A
107239.136,446471.889,V_000014874156_86922,11111111,120150111,513200000018413,513010013070067,Marconistraat,4,2809PD,Gouda,86922,Arbobegeleiding en reïntegratie,
206392.1,375940.1,V_000000055328_8411,20100607,130618520,983200000076552,983010000076552,Mulkenshofweg,1,5927PW,Venlo,8411,Algemeen overheidsbestuur,
92616.37,437279.9,V_000022492429_8411,20110421,110227531,599200100012638,599010400012202,Beursplein,37,3011AA,Rotterdam,8411,Algemeen overheidsbestuur,
190307.856,314083.436,V_000021843708_8412,20110124,150630795,1729200001041942,1729010001041943,Willem Vliegenstraat,12,6271DA,Gulpen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
214878,580913,V_000020888678_8411,20100824,143131446,15200000016746,15010001002187,Rondweg,15,9861GK,Grootegast,8411,Algemeen overheidsbestuur,
214526,581164,V_000020888686_8411,20100824,143131446,15200000015627,15010001001053,Hoofdstraat,97,9861AC,Grootegast,8411,Algemeen overheidsbestuur,
188418.189,440582.763,V_000007571046_8411,11111111,120150111,202200000417963,202010000417964,Mr E.N. van Kleffensstraat,8,6842CV,Arnhem,8411,Algemeen overheidsbestuur,
99992.178,437664.204,V_000014874113_86922,11111111,120150111,502200000018936,502010000018577,Mient,3,2903LC,Capelle aan den IJssel,86922,Arbobegeleiding en reïntegratie,
140828.597,523079.991,V_000014145391_8411,11111111,120150111,498200000003397,498010000001300,Raadhuisplein,1,1616AV,Hoogkarspel,8411,Algemeen overheidsbestuur,
103306.356,484555.445,V_000025289462_8425,20120709,170608529,397200000012265,397010000012265,Nijverheidsweg,42,2102LL,Heemstede,8425,Brandweer,
191840.418,426976.049,V_000021448868_8411,20101206,152356524,282200000046097,282010000014765,Rijksstraatweg,139,6573CL,Beek,8411,Algemeen overheidsbestuur,
93670.55,434641.92,V_000022491910_8411,20110421,103914119,599200000462937,599010000031022,Sint-Andriesstraat,9,3073JR,Rotterdam,8411,Algemeen overheidsbestuur,
0,0,V_000022491937_8411,20110421,103914119,599010000224180,599010000224180,Weipoort,7,3075EW,Rotterdam,8411,Algemeen overheidsbestuur,
174351.251,387152.125,V_000022474099_869299,20110419,111939637,794200000077236,794010000121322,Montgomeryplein,6,5705AX,Helmond,869299,Overige gezondheidszorgondersteunende diensten n.e.g.,
91995.5,433996.16,V_000022491996_8411,20110421,103914119,599200000454871,599010000098234,Slotboomstraat,4,3082GP,Rotterdam,8411,Algemeen overheidsbestuur,
174351.251,387152.125,V_000022474099_32991,20110419,111939637,794200000077236,794010000121322,Montgomeryplein,6,5705AX,Helmond,32991,Sociale werkvoorziening,
93297.7,433507.0,V_000022491953_8411,20110421,103914119,599200000533794,599010000476426,Zuidplein Hoog,474,3083BL,Rotterdam,8411,Algemeen overheidsbestuur,
161417.108,383893.678,V_000007571011_8411,11111111,120150111,772200000097094,772010000763012,Kennedyplein,101,5611ZS,Eindhoven,8411,Algemeen overheidsbestuur,
92003.2,437173.04,V_000022491945_8411,20110421,103914119,599200000517325,599010000186939,Westersingel,18,3014GP,Rotterdam,8411,Algemeen overheidsbestuur,
92501.45,437682.48,V_000022491988_8411,20110421,103914119,599200000303891,599010000015079,Hofplein,33,3011AJ,Rotterdam,8411,Algemeen overheidsbestuur,
0,0,V_000007572522_8411,11111111,120150111,193200000047158,193010000047158,Koggelaan,59,8017JN,Zwolle,8411,Algemeen overheidsbestuur,
98093.67,440815.83,V_000007572549_8411,11111111,120150111,599200001005578,599010000482691,George Hintzenweg,77,3068AX,Rotterdam,8411,Algemeen overheidsbestuur,
81611.373,454909.349,V_000008337888_8412,11111111,120150111,518200000747446,518010000747448,Spui,70,2511BT,'s-Gravenhage,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
92863.742,464621.61,V_000003345637_86101,11111111,120150111,546200000053338,546010000053338,Albinusdreef,2,2333ZA,Leiden,86101,Universitair medische centra,
112303.434,550675.752,V_000009348220_8424,11111111,120150111,400200000034985,400010000034985,Bastiondreef,2,1784MR,Den Helder,8424,Politie,
114717.465,563387.425,V_000009348212_8424,11111111,120150111,448200000011200,448010000010868,Pontweg,104,1791LB,Den Burg,8424,Politie,
106143.264,507720.581,V_000009348190_8424,11111111,120150111,383200000004135,383010001004135,Eerste Groenelaan,68,1901TD,Castricum,8424,Politie,
132910.147,518797.834,V_000009348271_8424,11111111,120150111,405200000620468,405010000620469,Blokmergouw,1,1625PE,Hoorn,8424,Politie,
117640.15,519371.032,V_000009348247_8424,11111111,120150111,398200000024465,398010000013991,Zuidtangent,5,1702VR,Heerhugowaard,8424,Politie,
109433.573,513278.354,V_000009348255_8424,11111111,120150111,399200000002217,399010000002217,Kennemerstraatweg,356,1851BJ,Heiloo,8424,Politie,
188042.201,428531.292,V_000026176351_8412,20121212,144812317,268200000089590,268010000067995,Tweede Walstraat,14,6511LV,Nijmegen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
144400,522901,V_000009348239_8424,11111111,120150111,532200000004596,532010000006340,Industrieweg,35,1613KT,Grootebroek,8424,Politie,c
130352.84,469167.87,V_000021679304_8411,20110105,115850754,329200000001069,329010000001069,Molendijk,34,3632EN,Loenen aan de Vecht,8411,Algemeen overheidsbestuur,
130753.674,461879.719,V_000021679282_8411,20110105,115850754,333200000018209,333010000009958,Endelhovenlaan,1,3601GR,Maarssen,8411,Algemeen overheidsbestuur,
130740.044,461822.423,V_000021679274_8411,20110105,115850754,333200000015608,333010000002258,Diependaalsedijk,19,3601GH,Maarssen,8411,Algemeen overheidsbestuur,
111078.29,518248.759,V_000009348158_8424,11111111,120150111,361200000015515,361010000015630,James Wattstraat,27,1817DC,Alkmaar,8424,Politie,
128911.3,464818.11,V_000021679290_8411,20110105,115850754,311200000004881,311010000004881,Markt,13,3621AB,Breukelen,8411,Algemeen overheidsbestuur,
128161.932,424660.961,V_000012757853_8412,11111111,120150111,874200000036617,874010000006023,Raadhuisplein,1,4285CP,Woudrichem,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
109394,520481,V_000009348182_8424,11111111,120150111,373200000005123,373010000005123,Joost Ivanghlaan,2,1862GJ,Bergen (NH),8424,Politie,
111663.431,516555.778,V_000009348166_8424,11111111,120150111,361200000022503,361010000022600,Mallegatsplein,2,1815AG,Alkmaar,8424,Politie,
194315.783,469449.074,V_000007571097_8411,11111111,120150111,200200000007079,200010000090244,Hofstraat,110,7311KZ,Apeldoorn,8411,Algemeen overheidsbestuur,
190474.074,313658.044,V_000022331999_8425,20110330,130813125,1729200001043002,1729010001043003,Landsraderweg,1,6271NT,Gulpen,8425,Brandweer,
196785.36,321477.6,V_000022332006_8425,20110330,130813125,917200000001748,917010000001669,Bekkerweg,44,6417BW,Heerlen,8425,Brandweer,
181667.745,315549.262,V_000022331956_8425,20110330,130813125,936200000013875,936010000001749,Limburgerstraat,61,6267CB,Cadier en Keer,8425,Brandweer,
177245,309968,V_000022331964_8425,20110330,130813125,905200000109540,905010000021441,Drekkesteeg,1,6245EX,Eijsden,8425,Brandweer,
237198,541064,V_000021448027_8411,20101206,143901869,1731200000011494,1731010000011390,Burgemeester Gualthérie van Weezelplein,10,9431AG,Westerbork,8411,Algemeen overheidsbestuur,
185710,330812,V_000022331972_8425,20110330,130813125,1883200000035245,1883010000035245,Molenstraat,40,6161CV,Geleen,8425,Brandweer,
226472,552350,V_000021448019_8411,20101206,143901869,1731200000009165,1731010000009061,Hoofdweg,24,9422AG,Smilde,8411,Algemeen overheidsbestuur,
83224.878,454983.226,V_000010920323_8411,11111111,120150111,518200000713449,518010000713450,Wilhelmina van Pruisenweg,52,2595AN,'s-Gravenhage,8411,Algemeen overheidsbestuur,
231436.23,543611.04,V_000021448035_8411,20101206,143901869,1731200000000719,1731010000001893,Eursing,2,9411XC,Beilen,8411,Algemeen overheidsbestuur,A
116041,487245,V_000024490989_85322,20120227,143657038,363200000325059,363010000866942,President Allendelaan,2,1064GW,Amsterdam,85322,Educatie,
97318.43,463581.16,V_000021904359_8424,20110131,152605729,547200000314852,547010000314853,Elisabethhof,7,2353EW,Leiderdorp,8424,Politie,
237506,541279,V_000021448205_8411,20101206,144953462,1731200000013493,1731010000013389,Zandhoeklaan,32,9431BL,Westerbork,8411,Algemeen overheidsbestuur,
230412,541549,V_000021448213_8425,20101206,144953462,1731200000000767,1731010000002004,Gentiaan,24,9411CL,Beilen,8425,Brandweer,
226126,552324,V_000021448191_8411,20101206,144953462,1731200000010899,1731010000010795,W.A. Scholtenweg,1,9422BR,Smilde,8411,Algemeen overheidsbestuur,
104481.703,445896.386,V_000013645331_86925,11111111,120150111,1892200001078396,1892010001078395,Middelweg,20,2841LB,Moordrecht,86925,Ambulancediensten en centrale posten,a
159118.148,387512.218,V_000020804768_8425,20100707,121206091,772200000096634,772010000735719,Avignonlaan,7,5627GA,Eindhoven,8425,Brandweer,
105552.817,458810.864,V_000013645420_86925,11111111,120150111,484200000034355,484010000034355,Vorkweg,2,2408ZD,Alphen aan den Rijn,86925,Ambulancediensten en centrale posten,
162197.597,379448.67,V_000020804733_85592,20100707,121206091,866200000002890,866010000002890,Engelse Tuin,1,5583CT,Waalre,85592,Bedrijfsopleiding en -training,
174965.409,387471.995,V_000020804741_8425,20100707,121206091,794200000066296,794010000110399,Deurneseweg,135,5701CE,Helmond,8425,Brandweer,
171064.3,484895.8,V_000021058873_8411,20100616,120928392,243200001343249,243010001343250,Havendam,56,3841AA,Harderwijk,8411,Algemeen overheidsbestuur,
225078.382,572831.328,V_000000201154_8411,20100924,165123272,1699200000016346,1699010000013872,Schoolstraat,50,9301KC,Roden,8411,Algemeen overheidsbestuur,
170420.361,386586.906,V_000020804725_8425,20100707,121206091,794200000058426,794010000102573,Berenbroek,3,5707DB,Helmond,8425,Brandweer,
160944.863,383585.943,V_000020804717_8425,20100707,121206091,772200000105485,772010000804662,Mathildelaan,4,5611BL,Eindhoven,8425,Brandweer,
160944.863,383585.943,V_000020804717_8020,20100707,121206091,772200000105485,772010000804662,Mathildelaan,4,5611BL,Eindhoven,8020,Beveiliging via beveiligingssystemen,
161087.012,382815.334,V_000020804709_8425,20100707,121206091,772200000092976,772010000766409,Deken van Somerenstraat,2,5611KX,Eindhoven,8425,Brandweer,
160944.863,383585.943,V_000020804717_86925,20100707,121206091,772200000105485,772010000804662,Mathildelaan,4,5611BL,Eindhoven,86925,Ambulancediensten en centrale posten,
205466,430417,V_000013538691_8411,11111111,120150111,196200000344877,196010000344878,Markt,5,6915AH,Lobith,8411,Algemeen overheidsbestuur,
161087.012,382815.334,V_000020804709_86925,20100707,121206091,772200000092976,772010000766409,Deken van Somerenstraat,2,5611KX,Eindhoven,86925,Ambulancediensten en centrale posten,
80984.688,455710.652,V_000012882070_8413,11111111,120150111,518200000748795,518010000748796,Mauritskade,27,2514HD,'s-Gravenhage,8413,Openbaar bestuur op het gebied van het bedrijfsleven,
109339.683,446664.325,V_000013645463_86925,11111111,120150111,513200000040017,513010013089472,Zuider IJsseldijk,50,2808PB,Gouda,86925,Ambulancediensten en centrale posten,
141971,399126,V_000012004111_8412,11111111,120150111,824200000004431,824010000004431,De Lind,44,5061HX,Oisterwijk,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
24222,398424,V_000005430623_8411,11111111,120150111,717200000127125,717010000013125,Traverse,1,4357ET,Domburg,8411,Algemeen overheidsbestuur,
190379.739,351024.375,V_000022820310_8411,20110614,92028838,1641200001117915,1641010001117916,Markt,36,6051DZ,Maasbracht,8411,Algemeen overheidsbestuur,
205613,488590,V_000021843198_8425,20110124,144844235,1773200000004280,1773010000005289,Industrieweg,6,8131VZ,Wijhe,8425,Brandweer,
111185,454987,V_000013645536_86923,11111111,120150111,497200000007357,497010000007692,Spoorlaan,2,2411ER,Bodegraven,86923,Preventieve gezondheidszorg (geen arbobegeleiding),a
104344.0,453399.7,V_000013645609_86923,11111111,120150111,499200002035798,499010002028914,Mendelweg,22,2771TP,Boskoop,86923,Preventieve gezondheidszorg (geen arbobegeleiding),D
226495,552384,V_000021448221_8425,20101206,144953462,1731200000009168,1731010000009064,Hoofdweg,27,9422AG,Smilde,8425,Brandweer,
231034.827,579596.752,V_000023394331_8411,20110909,164731990,14200010886656,14010011078103,Rozenburglaan,15,9727DL,Groningen,8411,Algemeen overheidsbestuur,
190623.275,354503.282,V_000022820329_8411,20110614,92028838,1641200001098587,1641010001098588,Raadhuisplein,1,6097AS,Heel,8411,Algemeen overheidsbestuur,
92894.46,435532.38,V_000022036806_8425,20110217,104155220,599200000737523,599010000370140,Wilhelminakade,947,3072AP,Rotterdam,8425,Brandweer,
92894.46,435532.38,V_000022036806_86925,20110217,104155220,599200000737523,599010000370140,Wilhelminakade,947,3072AP,Rotterdam,86925,Ambulancediensten en centrale posten,
92894.46,435532.38,V_000022036806_8411,20110217,104155220,599200000737523,599010000370140,Wilhelminakade,947,3072AP,Rotterdam,8411,Algemeen overheidsbestuur,
106149,444424,V_000013645560_86923,11111111,120150111,644200002070842,644010002067323,Dorpsstraat,92,2831AT,Gouderak,86923,Preventieve gezondheidszorg (geen arbobegeleiding),
0,0,V_000004002660_8411,11111111,120150111,398200000019208,398010000010980,Stationsplein,39,1703WD,Heerhugowaard,8411,Algemeen overheidsbestuur,
249832.938,582345.208,V_000020997523_8411,20100824,150516488,40200000013626,40010000005214,Hoofdweg,10,9621AL,Slochteren,8411,Algemeen overheidsbestuur,A
165956.55,448109.9,V_000020630468_85314,20100719,150352072,345200002056553,345010002056554,Rembrandtlaan,2,3904ZK,Veenendaal,85314,Brede scholengemeenschappen voor voortgezet onderwijs,
107870.849,446549.289,V_000013645641_86923,11111111,120150111,513200000037976,513010013087158,Constantijn Huygensstraat,121,2802LV,Gouda,86923,Preventieve gezondheidszorg (geen arbobegeleiding),a
159662,465335,V_000022560068_8411,20110503,122545328,267200000002717,267010000018834,De Brink,10,3871AM,Hoevelaken,8411,Algemeen overheidsbestuur,c
253334.563,585391.554,V_000020997469_8411,20100824,150516488,40200000016072,40010000026276,Kugelslaan,9,9628TK,Siddeburen,8411,Algemeen overheidsbestuur,
242704.186,581212.703,V_000020997477_8411,20100824,150516488,40200000012655,40010000026277,Dorpshuisweg,36,9617BN,Harkstede,8411,Algemeen overheidsbestuur,
237786,540418,V_000021448388_8425,20101206,150026992,1731200000013044,1731010000012940,Sliemkampen,2,9431JR,Westerbork,8425,Brandweer,
249501.691,581215.867,V_000020997450_8411,20100824,150516488,40200000018777,40010000005994,Slochterveldweg,1,9621TD,Slochteren,8411,Algemeen overheidsbestuur,
249720.235,582451.225,V_000020997507_8411,20100824,150516488,40200000013530,40010000005984,Hoofdweg,1,9621AA,Slochteren,8411,Algemeen overheidsbestuur,
231767,556887,V_000025024590_8411,20120525,152520743,106200000011566,106010000011566,Lauwers,14,9405BL,Assen,8411,Algemeen overheidsbestuur,
248879.542,581222.869,V_000020997515_8411,20100824,150516488,40200000019012,40010000026619,Verlengde Veenlaan,1,9621TP,Slochteren,8411,Algemeen overheidsbestuur,
254712.261,585707.069,V_000020997485_8411,20100824,150516488,40200000019754,40010000026986,Oudeweg,140,9628CH,Siddeburen,8411,Algemeen overheidsbestuur,A
89622.26,439173.66,V_000022975012_8411,20110706,132439929,599200000184469,599010000090152,Abtsweg,2,3042GD,Rotterdam,8411,Algemeen overheidsbestuur,
242807.239,581328.324,V_000020997493_8411,20100824,150516488,40200000012632,40010000005912,Dorpshuisweg,30,9617BN,Harkstede,8411,Algemeen overheidsbestuur,A
104248.523,450411.188,V_000013645617_86923,11111111,120150111,627200000008273,627010000008273,Limaweg,55,2743CC,Waddinxveen,86923,Preventieve gezondheidszorg (geen arbobegeleiding),
116790.266,520148.859,V_000004002636_8411,11111111,120150111,398200000001929,398010000014950,Bevelandseweg,1,1703AZ,Heerhugowaard,8411,Algemeen overheidsbestuur,
257219,594951,V_000021377871_85522,20101123,95344268,10200000100868,10010000050368,Abel Tasmanplein,4,9934GD,Delfzijl,85522,Kunstzinnige vorming van amateurs (geen dansscholen),
113455.352,431323.644,V_000004906837_8411,11111111,120150111,693200000004015,693010000004022,Melkwegplein,1,2971VR,Bleskensgraaf ca,8411,Algemeen overheidsbestuur,
225766.163,520717.451,V_000019821069_32991,11111111,120150111,1690200000006238,1690010000006238,Zuider Esweg,17,7921JC,Zuidwolde,32991,Sociale werkvoorziening,b
245188,564076,V_000019821050_32991,11111111,120150111,1680200000001748,1680010000002266,Spijkerboorsdijk,3,9468CG,Annen,32991,Sociale werkvoorziening,c
132957,392582,V_000000675091_8412,11111111,120150111,785200000010224,785010000006204,Oranjeplein,1,5051LT,Goirle,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
231176,541279,V_000019821034_32991,11111111,120150111,1731200000004631,1731010000004472,Wattweg,2,9411PX,Beilen,32991,Sociale werkvoorziening,
87424.88,411547.6,V_000000054186_8411,20100607,115233236,1709200000439273,1709010000050221,Hellegatsweg,14,4797SM,Willemstad,8411,Algemeen overheidsbestuur,
235177,524627,V_000019821018_32991,11111111,120150111,118200000240988,118010000017626,Marten Kuilerweg,49,7913XG,Hollandscheveld,32991,Sociale werkvoorziening,
103667.22,411974.2,V_000000054178_8411,20100607,115233236,1709200000448475,1709010000017962,Steenweg,4,4781PA,Moerdijk,8411,Algemeen overheidsbestuur,
70768.31,391932.25,V_000000054135_8411,20100607,115233236,716201000000237,716012000000237,Oesterdam,6,4691PV,Tholen,8411,Algemeen overheidsbestuur,
42927.269,369301.746,V_000000054089_8411,20100607,115233236,715200000014380,715010000014380,Mauritsfort,1,4542LA,Hoek,8411,Algemeen overheidsbestuur,
85929.147,391232.568,V_000000054143_8411,20100607,115233236,1674200000059040,1674010000059040,Plantagebaan,80,4725RA,Wouwse Plantage,8411,Algemeen overheidsbestuur,
49421.978,395879.131,V_000000053937_8411,20100607,115233236,1695200000124263,1695010000018678,1e Deltaweg,1,4485PB,Kats,8411,Algemeen overheidsbestuur,a
49381,396217,V_000000053961_8411,20100607,115233236,1695200000013353,1695010000002310,1e Deltaweg,1,4485PB,Kats,8411,Algemeen overheidsbestuur,
28079.942,380347.271,V_000000054070_8411,20100607,115233236,1714200000752049,1714010000752050,Haven Westzijde,27,4511AR,Breskens,8411,Algemeen overheidsbestuur,
234699,558179,V_000019820976_32991,11111111,120150111,106200000015461,106010000015461,J.C. van Markenstraat,8,9403AS,Assen,32991,Sociale werkvoorziening,
45762.128,372654.948,V_000000054046_8411,20100607,115233236,715200000018440,715010000018440,Buitenhaven,2,4531BX,Terneuzen,8411,Algemeen overheidsbestuur,
45811.331,372016.199,V_000000054011_8411,20100607,115233236,715200000012416,715010000012416,Zeevaartweg,11,4531PB,Terneuzen,8411,Algemeen overheidsbestuur,
202796,494700,V_000021445060_8412,20101206,105729257,246200000007542,246010000007542,Werverdijk,4,8191NL,Wapenveld,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
204523.755,476488.055,V_000021445052_8412,20101206,105729257,285200000109382,285010000108049,Bandijk,25,7396NB,Terwolde,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
45400.207,373084.478,V_000000054038_8411,20100607,115233236,715200000001777,715010000001777,Buitenhoofd,15,4531PA,Terneuzen,8411,Algemeen overheidsbestuur,
184743.174,425652.73,V_000007046448_8412,11111111,120150111,268200000031263,268010000067461,Nieuwe Dukenburgseweg,21,6534AD,Nijmegen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
234691,558232,V_000019820941_32991,11111111,120150111,106200000028045,106010000028045,W.A. Scholtenstraat,22,9403AK,Assen,32991,Sociale werkvoorziening,
149409.627,375713.234,V_000022722319_8411,20110527,121850465,770200000006867,770010000003864,Meer,7,5525KS,Duizel,8411,Algemeen overheidsbestuur,
147951.067,381548.183,V_000022722300_8425,20110527,121850465,770200000006855,770010000000298,Wilhelminalaan,44,5512BK,Vessem,8425,Brandweer,
149126.638,374618.116,V_000022722297_8425,20110527,121850465,770200000006866,770010000004012,Dalemsedijk,1,5521RM,Eersel,8425,Brandweer,
190161.751,444099.876,V_000010228594_8411,11111111,120150111,202200000296925,202010000296926,Stationsplein-West,30,6811KM,Arnhem,8411,Algemeen overheidsbestuur,
123801.529,404693.2,V_000012498750_8411,11111111,120150111,766200000003714,766010000003714,Hoge Ham,62,5104JJ,Dongen,8411,Algemeen overheidsbestuur,
86744.56,437161.638,V_000023073713_8425,20110721,151043809,606200000003874,606010000003874,Breedstraat,1,3111BB,Schiedam,8425,Brandweer,
78795,414806,V_000023073721_8425,20110721,151043809,580200000259439,580010000259440,Beneden Oostdijk,20,3258AB,Den Bommel,8425,Brandweer,a
70517.332,414520.652,V_000023073691_8425,20110721,151043809,559200000006838,559010000006676,Zuidelijke Achterweg,20,3244AX,Nieuwe-Tonge,8425,Brandweer,
233357.332,581131.661,V_000010228578_8411,11111111,120150111,14200010878771,14010011070665,Cascadeplein,10,9726AD,Groningen,8411,Algemeen overheidsbestuur,
195400.527,472394.046,V_000026318547_8411,20130102,91717150,200200000068648,200010000196344,Steenbokstraat,10,7324AX,Apeldoorn,8411,Algemeen overheidsbestuur,
67632.95,445644.32,V_000023073705_8411,20110721,151043809,599200000900264,599010000460264,Rechtestraat,20,3151HN,Hoek van Holland,8411,Algemeen overheidsbestuur,
204481.385,471327.165,V_000026318555_8411,20130102,91717150,285200000107482,285010000106083,Voordersteeg,1,7391TL,Twello,8411,Algemeen overheidsbestuur,
202796,494700,V_000026318563_8411,20130102,91717150,246200000007542,246010000007542,Werverdijk,4,8191NL,Wapenveld,8411,Algemeen overheidsbestuur,
112360.0,425791.25,V_000001670352_8411,11111111,120150111,610200000001748,610010000001748,Industrieweg,11,3361HJ,Sliedrecht,8411,Algemeen overheidsbestuur,
108516.138,448374.001,V_000025025929_8411,20120525,165450141,513200000028052,513010013085137,Thorbeckelaan,5,2805CA,Gouda,8411,Algemeen overheidsbestuur,
145191.558,479983.317,V_000023703350_8411,20111031,163233018,406200000668098,406010000052513,Energieweg,3,1271EC,Huizen,8411,Algemeen overheidsbestuur,
82067.46,455179.18,V_000010228543_8411,11111111,120150111,518200000479179,518010000479182,Rijnstraat,8,2515XP,'s-Gravenhage,8411,Algemeen overheidsbestuur,
125821.93,502005.67,V_000020853254_8411,20100811,104628549,439200000038397,439010000005221,Waterlandlaan,22,1441MP,Purmerend,8411,Algemeen overheidsbestuur,
195400.527,472394.046,V_000021444390_8412,20101206,103733156,200200000068648,200010000196344,Steenbokstraat,10,7324AX,Apeldoorn,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
127792.192,503348.943,V_000020853211_8411,20100811,104628549,439200000030827,439010000014172,Van IJsendijkstraat,186,1442LC,Purmerend,8411,Algemeen overheidsbestuur,
126134.587,501787.973,V_000020853181_8425,20100811,104628549,439200000021225,439010000021698,Gorslaan,50,1441RG,Purmerend,8425,Brandweer,
190307.856,314083.436,V_000021041024_8412,20100716,152041700,1729200001041942,1729010001041943,Willem Vliegenstraat,12,6271DA,Gulpen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
190474.074,313658.044,V_000021041016_8412,20100716,152041700,1729200001043002,1729010001043003,Landsraderweg,1,6271NT,Gulpen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
112428.93,425919.13,V_000001670328_8411,11111111,120150111,610200000001126,610010000001126,Dr. Langeveldplein,30,3361HE,Sliedrecht,8411,Algemeen overheidsbestuur,
111752.25,427262.87,V_000001670336_8411,11111111,120150111,610200000001845,610010000001845,Lelystraat,111,3364AH,Sliedrecht,8411,Algemeen overheidsbestuur,
247758.086,576153.291,V_000017293081_32991,11111111,120150111,18200000145819,18010000004792,Hoofdstraat,267,9601EG,Hoogezand,32991,Sociale werkvoorziening,
0,0,V_000008260729_8411,11111111,120150111,796200000303092,796010000303093,Asmunt,3,5236AS,'s-Hertogenbosch,8411,Algemeen overheidsbestuur,B
147734,469099,V_000013640313_8413,11111111,120150111,308200000010444,308010000007191,Oude Utrechtseweg,19,3743KN,Baarn,8413,Openbaar bestuur op het gebied van het bedrijfsleven,
