_pageUrl,_position,organisatie_description,plaats_value,wntartikel_value
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1010,Sociale Werkvoorziening Alphen aan den Rijn,Alphen aan den Rijn,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1011,Sociale Werkvoorziening Drechtwerk,Dordrecht,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1012,Sociale werkvoorziening Fryslan.,Drachten,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1013,Socius Maatschappelijk Dienstverleners,Heemskerk,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1014,SOMO - Stichting Onderzoek Multinationale Ondernemingen,Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1015,Speeltuincentrale,Groningen,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1016,Spelenderwijs Stichting Peuterspeelzalen Hoeksche Waard,Puttershoek,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1017,Sport Expertise Centrum,Oss,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1018,Sport Fryslan,Heerenveen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1019,Sport Servicepunt Langedijk,Noord-Scharwoude,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1020,Sport.Gouda B.V.,Gouda,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1021,Sportbedrijf Amsterdam-Centrum (SpACe),Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1022,Sportcentrum de Trits,Baarn,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1023,Sportcentrum Rozengaarde B.V.,Doetinchem,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1024,Sportfondsen Adam-West BV,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1025,Sportfondsen Kampen,Kampen,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1026,Sportpark Souburgh,Alblasserdam,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1027,Sportstichting Sittard-Geleen,Sittard,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1028,Sportstichting Strijen,Strijen,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1029,SSPOMN/RTV UTRECHT,Utrecht,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1030,Staatsbosbeheer,Driebergen,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1031,Stadsbank Oost Nederland,Enschede,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1032,Stadsgehoorzaal Vlaardingen BV,Vlaardingen,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1033,Stadsgewest Haaglanden,Den Haag,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1034,Stadsgewest 's-Hertogenbosch,Schijndel,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1035,Stadsgewestelijke Brandweer Vlissingen Middelburg,Middelburg,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1036,Stadsregio Arnhem Nijmegen,Nijmegen,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1037,Stadsregio Parkstad Limburg,Heerlen,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1038,Stadsschouwburg Amsterdam,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1039,Stadstheater Zoetermeer,Zoetermeer,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1040,STAMM CMO Drenthe,Assen,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1041,STEPS,Maastricht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1042,Steunpunt mantelzorg,Maastricht,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1043,"Stib, Steunpunt Informele Zorg Breda",Breda,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1044,Stichting A en O fonds Rijk,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1045,Stichting Aanloophaven Vlieland,Vlieland,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1046,Stichting Aanpak Financieel-economische Criminaliteit in Nederland (SafeCin),Apeldoorn,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1047,Stichting Aanpak Overlast Amsterdam,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1048,Stichting Aanzet,Vlaardingen,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1049,Stichting Access to Medicine Foundation,Haarlem,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1050,Stichting Administratie Indonesische Pensioenen,Heerlen,art.1.3.1.a. openbaar gezag
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1051,Stichting administratiekantoor beheer financiële instellingen (NLFI),Den Haag,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1052,Stichting Administratiekantoor Breedband Drechtsteden,Dordrecht,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1053,Stichting administratiekantoor Dataland,Reeuwijk,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1054,Stichting Adoptievoorzieningen,Utrecht,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1055,Stichting Advisering Bestuursrechtspraak,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1056,Stichting Agri-ProFocus,Arnhem,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1057,Stichting Aids Foundation East- West,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1058,Stichting Airport Coordination Netherlands,Schiphol,art.1.3.1.a. openbaar gezag
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1059,Stichting AKROS Welzijn,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1060,Stichting AKVO,Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1061,Stichting Algemeen Maatschappelijk Werk Midden-Limburg,Weert,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1062,Stichting Algemeen Opvangcentrum Purmerend,Purmerend,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1063,Stichting algemene begraafplaats Sint Janshof Pijnacker-Nootdorp*,Nootdorp,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1064,Stichting Algemiene Fryske Underrjocht Kommisje,Leeuwarden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1065,Stichting Almelo Promotie,Almelo,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1066,Stichting Amersfoort in C,Amersfoort,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1067,Stichting Amstel 218,Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1068,Stichting Amstelland Bibliotheken,Amstelveen,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1069,Stichting Amsterdam Museum,Amsterdam,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1070,Stichting Amsterdam Sinfonietta,Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1071,Stichting Amsterdams Steunpunt Wonen,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1072,Stichting Antidiscriminatievoorziening Limburg,Maastricht,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1073,Stichting Arbeidsmarkt en Opleidingsfonds Politie,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1074,Stichting Archipel,Zutphen,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1075,Stichting Architectuur Lokaal,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1076,Stichting Arnhemse Openbare en Gelderse Wetenschappelijke Bibliotheek,Arnhem,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1077,Stichting Art.1 Midden Nederland,Utrecht,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1078,stichting Artamuse,Geleen,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1079,"Stichting Artiance, centrum voor kunsten",Alkmaar,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1080,Stichting Aslan Muziek Centrum,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1081,Stichting ATA,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1082,Stichting Ateliers 63,Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1083,Stichting Atlantische Commissie,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1084,Stichting Autoriteit Financiële Markten,Amsterdam,art.1.3.1.a. openbaar gezag
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1085,"Stichting BAK, basis voor actuele kunst",Utrecht,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1086,Stichting Balls,Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1087,Stichting Basisbibliotheek Achterhoekse Poort,Terborg,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1088,Stichting Basisbibliotheek Bibliorura,Roermond,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1089,Stichting Basisbibliotheek Het Markiezaat,Bergen op Zoom,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1090,Stichting bedrijvenpark Zuid Groningen,Sellingen,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1091,Stichting Beemster Werelderfgoed,Middenbeemster,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1092,Stichting Begraafplaats en Uitvaartcentrum Wolfswinkel te Son en Breugel*,Sint-Oedenrode,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1093,Stichting Beheer Borchwerf II.,Roosendaal,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1094,Stichting Beheer de Statie,Sas van Gent,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1095,Stichting Beheer Muziekgebouw/Bimhuis,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1096,Stichting Beheer Registergoederen Schieland,Rotterdam,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1097,Stichting Beheer van het Gemeeneland,Leiden,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1098,"Stichting Behoud rijksmonument in de gemeente Opmeer/Stichting exploitatie 
Rijksmonumenten in de Gemeente Opmeer",Opmeer,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1099,Stichting Beroepsopleiding HuisartsenSBOH,Utrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1100,Stichting Beveiliging Bedrijventerrein De Ronde Venen*,Mijdrecht,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1101,Stichting Beveiliging Bedrijventerreinen Oirschot (SBBO)*,Oirschot,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1102,Stichting bevordering kwaliteit leefomgeving Schipholregio,Schiphol-Oost,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1103,Stichting Bevordering van de Uitvoer,Den Haag,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1104,Stichting Biblionet,Groningen,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1105,stichting Biblionova,Sittard,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1106,Stichting BiblioPlus,Boxmeer,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1107,Stichting Bibliotheek aan de Vliet,Voorburg,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1108,Stichting Bibliotheek Bollenstreek,Lisse,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1109,Stichting bibliotheek de Groene Venen,Waddinxveen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1110,Stichting Bibliotheek de Meierij,Vught,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1111,Stichting Bibliotheek Helmond-peel,Helmond,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1112,Stichting Bibliotheek Hoeksche Waard,Numansdorp,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1113,Stichting Bibliotheek Hoogeveen,Hoogeveen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1114,Stichting Bibliotheek Kennemerwaard,Alkmaar,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1115,Stichting Bibliotheek Krimpenerwaard,Bergambacht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1116,Stichting Bibliotheek Nieuwegein,Nieuwegein,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1117,Stichting Bibliotheek Noordwest Veluwe,Harderwijk,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1118,Stichting Bibliotheek Oostland,Bleiswijk,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1119,Stichting Bibliotheek Rotterdam,Rotterdam,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1120,Stichting Bibliotheek Veluwezoom,Dieren,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1121,Stichting Bibliotheek Waterweg,Schiedam,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1122,Stichting Bibliotheek West-Achterhoek,Doetinchem,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1123,Stichting Bibliotheek Wijchen,Wijchen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1124,Stichting Bibliotheek Zeeuws-Vlaanderen,Terneuzen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1125,Stichting Bibliotheek Zuid-Kennemerland,Haarlem,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1126,Stichting Bibliotheken Eemland,Amersfoort,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1127,Stichting Bibliotheken Mar en Fean,Bolsward,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1128,Stichting Bibliotheken Zuidoost Fryslan,Wolvega,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1129,Stichting Bijlmer Parktheater,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1130,Stichting Binding,Wijk bij Duurstede,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1131,Stichting binnensportaccommodaties Heerhugowaard,Heerhugowaard,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1132,Stichting Blijf van mijn Lijf,Den Helder,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1133,Stichting Bloembollenkeuringsdienst,Lisse,art.1.3.1.a. openbaar gezag
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1134,Stichting Bodembeheer Krimpenerwaard,Gouda,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1135,Stichting Bodembeheer Schoonebeek,Nieuw-Weerdinge,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1136,Stichting Bodemsanering NS,Utrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1137,Stichting BOOG,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1138,Stichting BOOR,Rotterdam,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1139,Stichting BOP Innovation Center,Utrecht,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1140,Stichting Bosatex,Ophemert,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1141,Stichting Both Ends,Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1142,Stichting Bouwkwaliteit,Rijswijk,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1143,Stichting Boven Winkels Utrecht,Utrecht,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1144,Stichting brede buurtschool Den Haag,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1145,Stichting Bureau Inkoop en Aanbestedingen Zuidoost-Brabant,Oirschot,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1146,Stichting Burgerpersoneelsfonds Ministerie van Defensie,Den Haag,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1147,Stichting Buurt m/v,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1148,Stichting Buurtwerk Alexander,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1149,Stichting Buurtwerk Jeugd,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1150,Stichting C2C ExpoLAB,Venlo,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1151,Stichting Caleidoscoop,Heerenveen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1152,Stichting CapelleWerkt,Capelle aan den IJssel,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1153,Stichting Carrefour Welzijnsgroep,Emmeloord,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1154,Stichting CED-groep,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1155,Stichting Centraal Museum,Utrecht,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1156,Stichting Centraal Orgaan Kwaliteitsaangelegenheden in de Zuivel,Leusden,art.1.3.1.a. openbaar gezag
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1157,Stichting Centraal Orgaan Voorraadvorming Aardolieproducten (COVA),Rotterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1158,Stichting Centrum 1622,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1159,Stichting Centrum Beeldende Kunst,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1160,Stichting Centrum Kunst Educatie,Vlaardingen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1161,Stichting Centrum voor Arbeidsverhoudingen Overheidspersoneel,Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1162,Stichting Centrum voor Contemporaine Cultuur Marres,Maastricht,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1163,Stichting Centrum voor de kunsten Zuid Groningen,Stadskanaal,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1164,Stichting Centrum voor Jeugd en Gezin Rijnmond,Rotterdam,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1165,Stichting Centrum voor Natuur- en Milieueducatie,Maastricht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1166,Stichting Centrum Wiskunde & Informatica,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1167,Stichting Centrummanagement Heerlen*,Heerlen,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1168,Stichting Centrummanagement Maastricht,Maastricht,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1169,Stichting Centrummanagement Oirschot,Oirschot,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1170,stichting CHOICE for Youth & Sexuality,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1171,Stichting Citymanagement Schijndel,Schijndel,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1172,Stichting Civil and Social Relief Organization (CSRO),Zoetermeer,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1173,Stichting Clup Welzijn,Purmerend,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1174,Stichting CMWW,Brunssum,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1175,Stichting CNME,Maastricht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1176,Stichting CODA,Apeldoorn,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1177,Stichting Coherente,Ouder-Amstel,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1178,Stichting Collectief Vraagafhankelijk Vervoer,Gouda,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1179,Stichting Combiwel Amsterdam,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1180,Stichting CoMensha,Amersfoort,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1181,stichting COMMISSIE VOOR DE M.E.R,Utrecht,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1182,Stichting Comperio,Wolvega,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1183,Stichting Concert- en congresgebouw De Doelen,Rotterdam,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1184,Stichting Concert en Cultuurpodium Purmerend,Purmerend,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1185,Stichting Concordia Kunst & Cultuur,Enschede,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1186,Stichting ContourdeTwern,Tilburg,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1187,Stichting Cordaad Welzijn,Veldhoven,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1188,"Stichting ""Cultura""",Ede,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1189,Stichting Cultureel Centrum De Harmonie,Leeuwarden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1190,Stichting Cultureel centrum 'de Olm',Zwanenburg,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1191,Stichting Cultureel Centrum 't Paard,Den Haag,art.1.3.1.c. subsidie
