afgifte datum,nummer,SGP,CAT,goederen omschrijving,D/T,Verl.,V/N,U/D,T.v.v.,land van bestemming,land van eindbestemming,oorsprong /herkomst,land van oorsprong,waarde (€),verval datum
10/29/2008,28239521,ML5b,A10,Deel van waarnemingsperiscoop,T,N,N,2,0,DUITSLAND,DUITSLAND,NEDERLAND,,10598,10/31/2009
10/29/2008,28239548,ML5b,A10,Deel van waarnemingsperiscoop,T,N,N,2,0,DUITSLAND,DUITSLAND,NEDERLAND,,10598,10/31/2009
10/30/2008,28205937,ML21,B10,Software modules en hardware voor C-3 consoles,D,N,N,2,0,FRANKRIJK,INDIA,NEDERLAND,,212380,10/31/2009
10/30/2008,28249586,ML1a,A08,"Pistool, kaliber .44 ",T,N,N,2,0,DUITSLAND,DUITSLAND,ISRAËL,,975,10/31/2009
10/31/2008,28238215,ML16,A10,Halffabrikaten voor JSF gevechtsvliegtuigen,T,N,N,2,0,VS,VS,NEDERLAND,,2470038,10/31/2009
10/31/2008,28238207,ML6,A10,Toebehoren voor pantservoertuigen,D,N,N,2,0,DUITSLAND,DUITSLAND,NEDERLAND,,414281,10/31/2009
10/31/2008,28244029,ML10b,B10,Vliegtuigbanden,D,N,N,2,0,DENEMARKEN,DENEMARKEN,VS,,1176,10/31/2009
11/01/2008,27354297,ML5b      ,A10,Delen electro-optischevuurleidingsystemen tbv marine,T,J,N,2,0,THAILAND                                ,THAILAND                                ,Diverse landen          ,,320000,11/30/2009
11/02/2008,27354254,ML6       ,A10,Delen en wielen voor Leopard II tanks,D,J,N,2,0,SPANJE                                  ,SPANJE                                  ,NEDERLAND                               ,,361050,11/30/2009
11/02/2008,27354319,ML5b      ,A10,Delen van radarvuurleidingsystemen,D,J,N,2,0,TURKIJE                                 ,TURKIJE                                 ,Diverse landen          ,,41506,12/31/2009
11/03/2008,28222467,ML5b      ,A10,Delen van radarvuurleidingsystemen voor de marine,T,N,N,2,0,TAIWAN                                  ,TAIWAN                                  ,NEDERLAND                               ,,18000,11/30/2009
11/03/2008,28240406,ML9a      ,A10,Delen van onderzeeboten,D,N,N,2,0,VK,VK,NEDERLAND                               ,,232934,11/30/2009
11/03/2008,28240430,ML5b      ,B10,Delen van periscopen voor pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,5580,11/30/2009
11/03/2008,28240449,ML5b      ,B10,Delen van periscopen voor pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,21735,11/30/2009
11/03/2008,28240554,ML16      ,A10,Delen van PzH2000 houwitser,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,745,11/30/2009
11/03/2008,28240562,ML11      ,B10,Delen van militaire communicatieapparatuur,D,N,N,2,0,FRANKRIJK                               ,FRANKRIJK                               ,NEDERLAND                               ,,1604,11/30/2009
11/03/2008,28240570,ML16      ,A10,Delen van Fennek verkenningsvoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,2791,11/30/2009
11/03/2008,28248547,ML6       ,A10,Delen van pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,2550,11/30/2009
11/04/2008,28243693,ML15d     ,B10,Koelers en converters voor warmetebeeldcamera's,D,N,N,2,0,FRANKRIJK                               ,FRANKRIJK                               ,NEDERLAND                               ,,18100,11/30/2009
11/04/2008,28243707,ML4a      ,A10,Lithium batterijen,D,N,N,2,0,ITALIË                                  ,ITALIË                                  ,NEDERLAND                               ,,630000,11/30/2009
11/04/2008,28248555,ML3       ,A10,"Kogelpunten, kalibers 9 mm en 10 mm",D,N,N,2,0,SPANJE                                  ,SPANJE                                  ,ZUID-AFRIKA                             ,,7378,11/30/2009
11/04/2008,28248563,ML1d      ,A10,Delen van wapenvizieren,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,2060,11/30/2009
11/04/2008,28252811,ML5b      ,B10,Deel van radarvuurleidingsysteem,D,N,N,2,0,SPANJE                                  ,SPANJE                                  ,NEDERLAND                               ,,30110,11/30/2009
11/05/2008,28212259,ML15d     ,B10,Warmtebeeldcamera's,D,N,N,2,0,VK               ,EGYPTE                                  ,NEDERLAND                               ,,720000,11/30/2009
11/05/2008,28245327,ML1a      ,A10,Delen van kogelgeweren,D,N,N,2,0,ZWITSERLAND                             ,ZWITSERLAND                             ,Vk,,64965,11/30/2009
11/05/2008,28248628,ML1d      ,A10,Vizierkijkers,D,N,N,2,0,DENEMARKEN                              ,DENEMARKEN                              ,ZUID-KOREA                              ,,100000,11/30/2009
11/05/2008,28249608,ML1a      ,A08,"Kogelgeweren, kal. .308 en .375",D,N,N,2,0,ZUID-AFRIKA                             ,ZUID-AFRIKA                             ,Diverse landen          ,,650,11/30/2009
11/05/2008,28252595,ML1a      ,A08,"Kogelgeweer, kaliber .30-06",D,N,N,2,0,CANADA                                  ,CANADA                                  ,Diverse landen          ,,1200,11/30/2009
11/05/2008,28253699,ML3       ,A10,Schakels voor patroonbanden,D,N,N,2,0,FRANKRIJK                               ,FRANKRIJK                               ,NEDERLAND                               ,,1770,11/30/2009
11/05/2008,28254024,ML13d     ,B07,Kogelwerende vesten level IIIa,D,N,N,3,0,NIGERIA                                 ,NIGERIA                                 ,INDIA                                   ,,3445,12/31/2008
11/05/2008,28254032,ML13c     ,B07,Militaire helmen,D,N,N,3,0,NIGERIA                                 ,NIGERIA                                 ,CHINA                                   ,,30371,12/31/2008
11/05/2008,28254059,ML1a      ,A08,"Kogelgeweer, kaliber .30-06",T,N,N,2,0,VS       ,VS       ,VS   ,,1550,11/30/2009
11/05/2008,28254687,ML1a      ,A08,"Pistool, kaliber 9 mm ",D,N,N,2,0,SPANJE                                  ,SPANJE                                  ,VS   ,,343,12/31/2008
11/05/2008,28259719,ML1a      ,A08,"Kogelgeweer, kaliber 7x64 mm",D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,2500,11/30/2009
11/06/2008,28231172,ML1a      ,A08,"Kogelgeweren, kalibers 6,5x55 mm, .303  en 6,5 mm ",D,N,N,2,0,VK               ,VK               ,Diverse landen          ,,3000,12/31/2008
11/06/2008,28240333,ML1a      ,A08,"Kogelgeweren, kalibers 8x57 mm en 6 mm ",D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,Diverse landen          ,,1000,12/31/2008
11/06/2008,28250185,ML2/6,A10,Delen van pantservoertuigen,T,N,N,2,0,EU,NEDERLAND                               ,Diverse landen          ,,10000000,11/30/2009
11/06/2008,28253540,ML2b      ,A10,Delen van 38 mm wapens,D,N,N,2,0,ZWITSERLAND                             ,ZWITSERLAND                             ,NEDERLAND                               ,,5735,11/30/2009
11/06/2008,28254067,ML5b      ,B10,Delen van rondzoekradar,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,8684,11/30/2009
11/06/2008,28254482,ML10d     ,A10,Deel van een F-16 gevechtsvliegtuig,D,N,N,2,0,VS       ,VS       ,VS   ,,2632,11/30/2009
11/06/2008,28259727,ML6       ,A10,Delen van pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,41070,11/30/2009
11/06/2008,28259735,ML6       ,A10,Delen van M1A2 Abrams tanks,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,50000,11/30/2009
11/06/2008,28262752,ML1a      ,A08,"Kogelgeweer, kaliber .30-06 ",D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,TSJECHIË,,451,11/30/2009
11/07/2008,27351123,ML1d      ,A10,Vizierkijkers,D,J,N,2,0,CANADA                                  ,CANADA                                  ,ZUID-KOREA                              ,,60000,11/30/2009
11/07/2008,27358667,ML5b      ,A10,Delen van Multi Functional Radar (MFR),D,J,N,2,0,FRANKRIJK                               ,SINGAPORE                               ,Diverse landen          ,,350000,11/30/2009
11/07/2008,27358675,ML5b      ,A10,Delen van rondzoekradarsystemen ,D,J,N,2,0,FRANKRIJK                               ,FRANKRIJK                               ,Diverse landen          ,,190000,11/30/2009
11/07/2008,28240422,ML15b     ,B10,CCD camera's voor militair gebruik,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,35765,11/30/2009
11/07/2008,28250355,ML5b      ,B10,Delen van periscopen voor pantservoertuigen,T,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,93219,11/30/2009
11/07/2008,28252269,ML10a     ,A10,Delen van Tiger gevechtshelikopters,D,N,V,2,26925665,SPANJE                                  ,SPANJE                                  ,NEDERLAND                               ,,400000,11/30/2009
11/07/2008,28254539,ML2a      ,A10,Delen van PzH2000 pantserhouwitser,D,N,V,2,27302939,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,642224,11/30/2009
11/07/2008,28255063,ML6       ,A10,Loopwielen voor Leopard II tanks,T,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,330300,11/30/2009
11/07/2008,28255713,ML6       ,A10,Loopwielen voor Leopard II tanks,T,N,N,2,0,DENEMARKEN                              ,DENEMARKEN                              ,NEDERLAND                               ,,14313,11/30/2009
11/07/2008,28260334,ML10c     ,B02,UAV's en delen daarvoor,T,N,N,3,0,ISRAËL                                  ,ISRAËL                                  ,COLOMBIA                                  ,,12655,11/30/2009
11/07/2008,28260547,ML3       ,A09,"Patronen, kalibers .308 , 7,62x39, .50 en 9 mm",D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,Diverse landen          ,,3702,11/30/2009
11/07/2008,28266847,ML10a     ,A10,Delen van Tiger gevechtshelikopters,T,N,V,2,26924278,SPANJE                                  ,SPANJE                                  ,NEDERLAND                               ,,125000,11/30/2009
11/08/2008,27358683,ML21      ,B10,Programmatuur voor radarsystemen,D,J,N,2,0,VK               ,VK               ,NEDERLAND                               ,,240000,11/30/2009
11/08/2008,27358691,ML5b      ,A10,Delen van vuurleidingsystemen voor de marine,T,J,N,2,0,THAILAND                                ,THAILAND                                ,Diverse landen          ,,300000,11/30/2009
11/09/2008,27332455,ML4a      ,A10,Lithium batterijen,D,J,N,2,0,ZUID-KOREA                              ,ZUID-KOREA                              ,NEDERLAND                               ,,6225,11/30/2009
11/10/2008,28255039,ML1a      ,A08,"Pistool, kaliber .45 ",D,N,N,2,0,SPANJE                                  ,SPANJE                                  ,VS   ,,750,01/31/2009
11/11/2008,28237715,ML4a      ,B10,Lithium batterijen ,D,N,N,2,0,ZUID-KOREA                              ,ZUID-KOREA                              ,NEDERLAND                               ,,9850,11/30/2009
11/11/2008,28239319,ML10a     ,A10,Delen van F-16 gevechtsvliegtuigen,T,N,N,2,0,CHILI                                   ,CHILI                                   ,ISRAËL                                  ,,415000,11/30/2009
11/11/2008,28252579,ML1a      ,A08,"Pistool, kaliber 9 mm ",D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,Diverse landen          ,,250,12/31/2008
11/11/2008,28264070,ML1d      ,A10,Vizierkijkers,D,N,N,2,0,LETLAND                                 ,LETLAND                                 ,ZUID-KOREA                              ,,75000,11/30/2009
11/11/2008,28266561,ML5b      ,A10,Delen van periscopen voor pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,31251,11/30/2009
11/11/2008,28272421,ML1a      ,A08,"Geweer, kaliber 16/7x57R",D,N,N,2,0,ROEMENIË                                ,ROEMENIË                                ,DUITSLAND                               ,,350,11/30/2009
11/12/2008,28266464,ML10a     ,A10,Delen van F-16 gevechtsvliegtuigen,T,N,N,2,0,VS       ,NEDERLAND                               ,VS   ,,210912,11/30/2009
11/12/2008,28266588,ML5b      ,A10,Delen van rondzoekradar luchtafweersystemen,D,N,N,2,0,QATAR                                   ,QATAR                                   ,NEDERLAND                               ,,24170,11/30/2009
11/12/2008,28266596,ML15d     ,B10,Koelers voor warmtebeeld camera's,D,N,N,2,0,VK               ,VK               ,NEDERLAND                               ,,34950,11/30/2009
11/12/2008,28267371,ML6       ,A10,Loopwielen voor pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,39520,11/30/2009
11/12/2008,28271352,ML6       ,A10,Wielen voor Leopard II tanks,T,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,105000,11/30/2009
11/12/2008,28271360,Diverse,AB10   ,Optische componenten voor militair eindgebruik,D,N,N,2,0,NAVO,NAVO,Diverse landen          ,,1300000,11/30/2009
11/12/2008,28272618,ML15d     ,B10,Delen van nachtzichtapparatuur,D,N,N,2,0,NOORWEGEN                               ,NOORWEGEN                               ,NEDERLAND                               ,,30300,11/30/2009
11/12/2008,28273215,ML1a      ,A08,"Kogelgeweer, kaliber 7,5 ",D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,Diverse landen          ,,200,12/31/2008
11/12/2008,28274890,ML1       ,A08,"Kogelgeweer, kal. .350",D,N,N,2,0,VS       ,VS       ,BELGIË                                  ,,5900,11/30/2009
11/13/2008,27369901,ML15d     ,B04,CCD camera's voor militair gebruik,D,J,N,2,0,VS       ,VS       ,NEDERLAND                               ,,1525285,12/31/2009
11/13/2008,27369928,ML5b      ,B10,Delen van vuurleidingsystemen voor de marine,T,J,V,2,26095883,ZUID-KOREA                              ,ZUID-KOREA                              ,Diverse landen          ,,257200,11/30/2009
11/13/2008,27369936,ML5b      ,B10,Delen van radarsystemen,T,J,V,2,26140153,ZUID-KOREA                              ,ZUID-KOREA                              ,Diverse landen          ,,479200,11/30/2009
11/13/2008,27369944,ML5b      ,B10,Delen van luchtafweerradarsystemen,T,J,V,2,26103088,VENEZUELA                               ,VENEZUELA                               ,Diverse landen          ,,1353561,11/30/2009
11/13/2008,27369952,ML5b      ,B10,Delen van radarsystemen voor de marine,D,J,V,2,26140137,OMAN                                    ,OMAN                                    ,NEDERLAND                               ,,298217,11/30/2009
11/13/2008,27369960,ML5b      ,A10,Delen van luchtafweer- en rondzoekradarsystemen,D,J,V,2,26140129,VAE     ,VAE     ,NEDERLAND                               ,,7824753,11/30/2009
11/13/2008,27369979,ML5b      ,A10,Delen van luchtafweer- en rondzoekradarsystemen,T,J,V,2,26140110,VAE     ,VAE     ,NEDERLAND                               ,,113114,11/30/2009
11/13/2008,28264135,ML9e      ,A10,CCD camera voor militair gebruik,T,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,12300,11/30/2009
11/14/2008,28274726,ML3       ,A09,Mortiermunitie 81 mm,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,28798,11/30/2009
11/14/2008,28278810,ML6       ,A10,Delen van M113 pantservoertuigen,D,N,N,2,0,SPANJE                                  ,SPANJE                                  ,VS   ,,300000,11/30/2009
11/14/2008,28279450,ML5b      ,A10,Delen van luchtafweersystemen,T,N,V,2,26699304,ZUID-KOREA                              ,ZUID-KOREA                              ,Diverse landen          ,,554890,11/30/2009
11/14/2008,28283105,ML1a      ,A08,"Pistool, kal. 9 mm",D,N,N,2,0,VS       ,VS       ,VS   ,,700,11/30/2009
11/16/2008,27239005,ML5b      ,B04,Radarsystemen en delen daarvoor,D,J,V,2,26484618,SPANJE                                  ,VENEZUELA                               ,NEDERLAND                               ,,255710000,11/30/2009
11/17/2008,28274742,ML15a     ,B04,Camera voor militair gebruik,T,N,N,2,0,VS       ,VS       ,VS   ,,3129,11/30/2009
11/17/2008,28274750,ML9a      ,B03,Duw- en sleepboot ,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,24500,11/30/2009
11/17/2008,28277539,ML15a     ,B04,Camera's voor militair gebruik,T,N,N,2,0,VS       ,VS       ,VS   ,,9386,11/30/2009
11/17/2008,28279477,ML21      ,B09,Programmatuur t.b.v. datalink voor radarsystemen,D,N,V,2,26867533,VK               ,NEDERLAND                               ,NEDERLAND                               ,,29710,11/30/2009
11/17/2008,28279485,ML21      ,B09,Programmatuur t.b.v. datalink voor radarsystemen,D,N,V,2,26867568,CANADA                                  ,NEDERLAND                               ,NEDERLAND                               ,,29690,11/30/2009
11/18/2008,28099118,ML1a      ,A08,"Kogelgeweer, kaliber 7x64 mm",D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,OOSTENRIJK                              ,,200,01/31/2009
11/18/2008,28248571,ML10a     ,A10,Deel van F-16 gevechtsvliegtuig,T,N,N,2,0,VS       ,THAILAND                                ,VS   ,,10170,11/30/2009
11/18/2008,28253702,ML1a      ,A08,"Pistolen, kal. .45 en 9 mm",D,N,N,2,0,AUSTRALIË                               ,AUSTRALIË                               ,Diverse landen          ,,1000,11/30/2009
11/18/2008,28256167,ML5b      ,A10,Deel van een surveillance radar,D,N,N,2,0,INDIA                                   ,INDIA                                   ,NEDERLAND                               ,,118849,11/30/2009
11/18/2008,28269889,ML1a      ,A08,"Revolver, kaliber .357/.38",D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,VS   ,,200,12/31/2008
11/18/2008,28271336,ML1a      ,A08,"Kogelgeweer, kaliber 7 mm ",D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,Diverse landen          ,,900,12/31/2008
11/18/2008,28274777,ML10b     ,B10,Delen van NH90 transporthelikopters,D,N,V,2,26580773,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,3351285,11/30/2009
11/18/2008,28279493,ML5b      ,A10,Delen van radar- en C3-systemen,D,N,N,2,0,INDONESIË                               ,INDONESIË                               ,NEDERLAND                               ,,109719,11/30/2009
11/18/2008,28279515,ML5b      ,A10,Delen radar- en laser optische vuurleidingsystemen,D,N,N,2,0,TURKIJE                                 ,TURKIJE                                 ,NEDERLAND                               ,,15400,11/30/2009
11/18/2008,28279523,ML5b      ,A10,Delen van rondzoekradar,T,N,V,2,26699290,ZUID-KOREA                              ,ZUID-KOREA                              ,Diverse landen          ,,611270,11/30/2009
11/18/2008,28281447,ML5b      ,B10,Delen rondzoekradars- en radarvuurleidingsystemen,D,N,V,2,26648319,GRIEKENLAND                             ,GRIEKENLAND                             ,Diverse landen          ,,1562065,11/30/2009
11/18/2008,28281463,ML5b      ,A10,Delen en testapparatuur voor marineradar,T,N,V,2,26619297,TURKIJE                                 ,TURKIJE                                 ,Diverse landen                      ,,60918,11/30/2009
11/18/2008,28281471,ML5b      ,A10,Deel van short range luchtafweersysteem,T,N,N,2,0,QATAR                                   ,QATAR                                   ,NEDERLAND                               ,,9250,11/30/2009
11/18/2008,28281498,ML5b      ,A10,Deel van short range luchtafweersysteem,T,N,N,2,0,QATAR                                   ,QATAR                                   ,NEDERLAND                               ,,15985,11/30/2009
11/18/2008,28281501,ML9a      ,A10,Delen van radarvuurleidingsystemen,T,N,V,2,26648327,QATAR                                   ,QATAR                                   ,NEDERLAND                               ,,347016,11/30/2009
11/18/2008,28281528,ML5b      ,A10,Delen van radar- en C3-systemen,D,N,N,2,0,CHILI                                   ,CHILI                                   ,NEDERLAND                               ,,2270,11/30/2009
11/18/2008,28284020,ML9a      ,A10,Delen van afvangtoestellen voor vliegdekschepen,D,N,N,2,0,VS       ,VS       ,NEDERLAND                               ,,77686,11/30/2009
11/18/2008,28286856,ML3       ,A10,Inerte munitie kal. t/m .50,D,N,N,2,0,AUSTRALIË                               ,AUSTRALIË                               ,Diverse landen          ,,500,11/30/2009
11/19/2008,28267134,ML1a      ,A08,"Pistool, kaliber 9 mm ",D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,Diverse landen          ,,1000,01/31/2009
11/19/2008,28279531,ML4a      ,A10,Delen van luchtdoelraketten,D,N,N,2,0,VS       ,VS       ,NEDERLAND                               ,,3077,11/30/2009
11/19/2008,28281455,ML5b      ,B10,Delen van radar- en vuurleidingsystemen,D,N,V,2,26595789,VENEZUELA                               ,VENEZUELA                               ,Diverse landen          ,,697978,11/30/2009
11/19/2008,28282192,ML5b      ,A10,Delen van periscopen voor pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,25200,11/30/2009
11/19/2008,28282214,ML9a      ,A10,Deel van een onderzeebootperiscoop,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,134271,11/30/2009
11/19/2008,28282222,ML5b      ,A10,Delen van periscopen voor pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,47736,11/30/2009
11/19/2008,28282230,ML5b      ,A10,Delen van periscopen voor pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,8435,11/30/2009
11/19/2008,28282249,ML16      ,A10,Delen van Leopard II tanks,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,688,11/30/2009
11/19/2008,28288360,ML6       ,A10,Delen van Leopard II tanks,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,7073,11/30/2009
11/19/2008,28288387,ML6       ,B10,Delen van verkenningsvoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,8348,11/30/2009
11/19/2008,28288409,ML15d     ,B10,Delen infrarood- en warmtebeeldapparatuur,D,N,N,2,0,NOORWEGEN                               ,NOORWEGEN                               ,BULGARIJE                               ,,62000,11/30/2009
11/19/2008,28288417,ML6       ,A10,Delen van M113 pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,VS   ,,11380,11/30/2009
11/19/2008,28288425,ML6       ,A10,Delen van M113 pantservoertuigen,D,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,VS   ,,20250,11/30/2009
11/19/2008,28288433,ML9a      ,A10,Delen van onderzeebootperiscopen,T,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,6980,11/30/2009
11/19/2008,28288441,ML5b      ,B10,Delen van waarnemingsperiscopen,T,N,N,2,0,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,21171,11/30/2009
