Datum afgifte,nummer,SG-Post,Omschrijving goederen,Opgegeven eindgebruik,D/T,Land van eindbestemming,Land van herkomst,Waarde(€),Datum verval
21-06-2004,24421090,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Roemenië,Nederland,"10,475",30-06-2005
22-06-2004,24412830,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Singapore via Israël,Nederland,"47,380",30-06-2005
23-06-2004,24442772,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Reparatie van buizen,T,Estland,Onbekend,"2,090",30-06-2005
23-06-2004,24442853,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Reparatie van buizen,T,India,Onbekend,"10,133",30-06-2005
23-06-2004,24445399,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,T,Singapore,Onbekend,"29,225",30-06-2005
24-06-2004,24429563,5E002,Technologie voor informatiebeveiliging,Informatiebeveiliging,D,Wereld muv gevoelige landen,Onbekend,"50,000,000",30-06-2007
25-06-2004,24424715,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv de jacht,D,Rusland,Nederland,"36,000",30-06-2005
29-06-2004,24454606,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden,D,Israël,Nederland,"79,600",30-06-2005
29-06-2004,24454614,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Montage in astronomische telescoop,D,Vietnam,Onbekend,"1,775",30-06-2005
30-06-2004,24430022,2B350i,Pompen (onderdelen voor),Verpompen van (organische) zuren,D,Taiwan,Onbekend,"523,826",30-06-2005
30-06-2004,24462366,6A002c1,(Tweede generatie) beeldversterkerbuizen,Observatie van dieren,D,China via Hongkong,Onbekend,"56,400",30-06-2005
30-06-2004,24473805,6A002c1,(Tweede generatie) beeldversterkerbuizen,Observatie van dieren,D,China via Hongkong,Onbekend,"18,800",30-06-2005
30-06-2004,24486605,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Singapore via Israël,Onbekend,"29,225",30-06-2005
02-07-2004,24248178,3B001f1b,Lithografische apparatuur,Vervaardiging van halfgeleiderelementen of -materialen,D,China via Taiwan,Onbekend,"1,476,357",31-07-2005
02-07-2004,24489906,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Zuid-Afrika,Onbekend,"66,300",31-07-2005
02-07-2004,24489914,1C350-07,Fosfortrichloride,Vervaardiging van fosfieten,D,Taiwan,Frankrijk,"104,738",31-07-2005
02-07-2004,24489922,1C350-47,Fosforpentasulfide,Vervaardiging van additieven voor motorolie,D,Wit-Rusland (Belarus),Duitsland,"398,560",31-07-2005
05-07-2004,24466329,1C350-07,Fosfortrichloride,Vervaardiging van fosfieten,D,Taiwan,Onbekend,"296,106",31-07-2005
05-07-2004,24466337,1C350-07,Fosfortrichloride,Vervaardiging van anti-oxidanten en thermische stabilisatoren,D,Taiwan,Onbekend,"118,442",31-07-2005
05-07-2004,24496899,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv politie en douane,D,China,Onbekend,"24,300",31-07-2005
06-07-2004,24442888,1C350-07,Fosfortrichloride,Vervaardiging van organische fosfieten,D,Saoedi-Arabië,Onbekend,"216,000",31-07-2005
06-07-2004,24501019,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden,D,Israël,Nederland,"69,216",31-07-2005
06-07-2004,24501043,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden,D,Israël,Onbekend,"153,264",31-07-2005
06-07-2004,24505596,3A001a7,Geïntegreerde schakelingen,Tbv VHF communicatiesystemen,D,India,Onbekend,356,31-07-2005
07-07-2004,24389642,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden (vliegvelden en werven),D,China,Nederland,"526,750",31-07-2005
09-07-2004,24533662,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden (vliegvelden en werven),D,China,Nederland,"526,750",31-07-2005
13-07-2004,24505510,1C350-46,Triethanolamine,Tbv de textiel- en schoonmaakindustrie,D,Turkije,Onbekend,"93,342",31-07-2005
14-07-2004,24532313,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Maleisië,Onbekend,"85,078",31-07-2005
14-07-2004,24535894,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Roemenië,Nederland,"45,450",31-07-2005
15-07-2004,24535843,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Onderzoek en ontwikkeling,D,Israël,Onbekend,"13,350",31-07-2005
15-07-2004,24535878,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Singapore,Nederland,"150,138",31-07-2005
15-07-2004,24535886,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Uruguay via Israël,Nederland,"48,950",31-07-2005
15-07-2004,24538826,1C350-07,Fosfortrichloride,Vervaardiging van organische peroxiden en fosforige zuren,D,Roemenië,Onbekend,"275,700",31-07-2005
16-07-2004,24538818,1C350-07,Fosfortrichloride,Vervaardiging van organische peroxiden en chloriden,D,Mexico,Onbekend,"375,345",31-07-2005
16-07-2004,24576159,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv de jacht,D,Spanje via Wit Rusland (Belarus),Onbekend,"17,000",31-07-2005
19-07-2004,24499073,1C350-47,Fosforpentasulfide,Vervaardiging van additieven voor motorolie,D,Rusland,Onbekend,"433,732",31-07-2005
20-07-2004,24424677,1C350-07,Fosfortrichloride,Vervaardiging van fosfieten,D,Taiwan,Onbekend,"225,000",31-07-2005
20-07-2004,24424685,1C350-07,Fosfortrichloride,vervaardiging van fosfieten ,D,Taiwan,Onbekend,"900,000",31-07-2005
20-07-2004,24424693,1C350-02,Fosforoxychloride,Vervaardiging van brandvertragers,D,Taiwan,Onbekend,"237,000",31-07-2005
20-07-2004,24424707,1C350-02,Fosforoxychloride,Vervaardiging van brandvertragers,D,Taiwan,Onbekend,"948,000",31-07-2005
20-07-2004,24510840,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Guatemala,Nederland,"45,876",31-07-2005
21-07-2004,24608395,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Singapore,Nederland,"105,097",31-07-2005
22-07-2004,24608409,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Uruguay via Israël,Nederland,"16,750",31-07-2005
29-07-2004,24282600,1C350-07,Fosfortrichloride,Vervaardiging van (vloeibare) fosfiet anti-oxidanten,D,India,Onbekend,"833,334",31-07-2005
30-07-2004,24621987,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv politie en/of douane,D,China via Hongkong,Onbekend,"15,250",31-07-2005
03-08-2004,24599698,7A003a,Traagheidsnavigatiesystemen,Opmeten van objecten op en langs langgerekte tracé's,T,Angola,Verenigde Staten van Amerika,"57,914",31-08-2005
05-08-2004,24677788,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Colombia,Onbekend,"75,387",31-08-2005
05-08-2004,24677818,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Argentinië,Onbekend,"20,866",31-08-2005
09-08-2004,24695220,1C350-05,Natriumsulfide,Ontharen en behandelen van huiden en vellen,D,Eritrea,Onbekend,"27,120",31-08-2005
10-08-2004,24509591,1C350-25,Methylbenzilaat,Vervaardiging van geneesmiddelen,D,Taiwan,Nederland,"2,850",31-08-2005
10-08-2004,24640906,1C350-07,Fosfortrichloride,Vervaardiging van geneesmiddelen,D,Brazilië,Onbekend,"4,800",31-08-2005
10-08-2004,24664392,1C350-46,Triethanolamine,Tbv laboratoriumonderzoek,D,Servië en Montenegro,Onbekend,7,31-08-2005
10-08-2004,24671968,1C350-02,Fosforoxychloride,Vervaardiging van UV-absorberende stof,D,Zuid-Korea,Onbekend,"173,741",31-08-2005
10-08-2004,24674436,1C350-46,Triethanolamine,Tbv kosmetische- en voedingsmiddelenlindustrie,D,Jordanië,Onbekend,"11,960",31-08-2005
11-08-2004,24546322,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv politie en/of douane,D,China,Onbekend,"42,700",31-08-2005
11-08-2004,24712133,1C350-07,Fosfortrichloride,Vervaardiging van organische peroxiden en fosforige zuren,D,Roemenië,Onbekend,"275,700",31-08-2007
12-08-2004,24648869,1C350-38,Fosforpentachloride,Vervaardiging van geneesmiddelen,D,Oekraïne,Onbekend,"17,415",31-08-2005
12-08-2004,24655180,1C350-02,Fosforoxychloride,Vervaardiging van harsen,D,Brazilië,Onbekend,"6,300",31-08-2005
12-08-2004,24711072,1C350-52,Zwaveldichloride,Tbv laboratoriumonderzoek,D,Verenigde Staten van Amerika,Onbekend,25,31-08-2005
12-08-2004,24711250,2B352e,Vriesdroger,Tbv koeltechniek,T,China,China,"165,468",31-08-2005
12-08-2004,24712486,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Roemenië,Onbekend,"37,620",31-08-2005
12-08-2004,24723224,1C350-02,Fosforoxychloride,Vervaardiging van UV-absorberende stof,D,Zuid-Korea,Onbekend,"173,741",31-08-2007
16-08-2004,24727998,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv politie en/of douane,D,China via Hongkong,Onbekend,"39,500",31-08-2005
17-08-2004,24735621,1C350-07,Fosfortrichloride,Vervaardiging van organische peroxiden en fosforige zuren,D,Roemenië,Duitsland,"275,700",31-08-2007
19-08-2004,24421066,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,T,China,China,640,31-08-2005
19-08-2004,24743225,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Onderzoek en ontwikkeling,D,Israël,Nederland,"1,300",31-08-2005
24-08-2004,24733122,7A003a,Traagheidsnavigatiesystemen,Opmeten van objecten op en langs langgerekte tracé's,T,Diverse landen,Verenigde Staten van Amerika,"57,914",31-08-2005
25-08-2004,24763595,6A003b3,Tweede generatie ICCD camera,Reparatie van buizen,T,Israël,Nederland,"7,860",30-08-2005
27-08-2004,24781860,1C350-47,Fosforpentasulfide,Vervaardiging van additieven voor motorolie,D,Rusland,Onbekend,"173,278",31-08-2005
27-08-2004,24781879,1C350-02,Fosforoxychloride,Vervaardiging van hydrogene zetmeelfosfaten,D,Brazilië,Onbekend,"39,000",31-08-2005
27-08-2004,24781887,1C350-47,Fosforpentasulfide,Vervaardiging van additieven voor motorolie,D,Rusland,Onbekend,"1,143,053",31-08-2005
31-08-2004,24787907,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Finland via Israël,Onbekend,"123,200",31-08-2005
31-08-2004,24787915,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden,D,Zweden via Israël,Nederland,"2,806,000",31-08-2005
31-08-2004,24787923,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv tv-camera's,D,Roemenië,Onbekend,"31,505",31-08-2005
31-08-2004,24787931,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Wetenschappelijk onderzoek,D,China via Hongkong,Onbekend,"45,870",31-08-2005
31-08-2004,24791181,1C350-24,Waterstoffluoride,Onderzoek,D,Roemenië,Onbekend,607,31-08-2005
01-09-2004,24784592,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Iran,Onbekend,"108,800",30-09-2005
01-09-2004,24798798,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Singapore,Nederland,"1,464",30-09-2005
02-09-2004,24794903,0C002,"Uraniumhexafluoride (U-235 < 5,0%)",Energie-opwekking,D,Brazilië,Onbekend,"28,692,166",30-09-2005
02-09-2004,24795608,1C350-25,Methylbenzilaat,Vervaardiging van geneesmiddelen,D,India,Onbekend,"2,100",30-09-2005
02-09-2004,24797643,1C350-07,Fosfortrichloride,Vervaardiging van fosfonzuren,D,India,Duitsland,"63,533",30-09-2005
02-09-2004,24798763,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Frankrijk via Israël,Nederland,"1,120,000",30-09-2005
02-09-2004,24802639,1C350-46,Triethanolamine,Tbv de olie-industrie,D,Oman,Onbekend,"41,379",30-09-2005
07-09-2004,24794229,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Nederland via Israël,Nederland,"2,440,000",30-09-2005
07-09-2004,24818101,3A233a,Spectrometer Elan DRC-e,Onderzoek van metalen,D,Rusland,Canada,"128,314",30-09-2005
08-09-2004,24717003,1C350-02,Fosforoxychloride,Vervaardiging van geur- en smaakstoffen en agro-chemicaliën,D,Israël,Duitsland,"190,000",30-09-2005
08-09-2004,24763838,1C350-02,Fosforoxychloride,Vervaardiging van pesticiden,D,Zuid-Afrika,Onbekend,"313,545",30-09-2005
08-09-2004,24763846,1C350-02,Fosforoxychloride,Vervaardiging van pesticiden,D,Zuid-Afrika,Onbekend,"29,980",30-09-2005
08-09-2004,24773078,1C350-07,Fosfortrichloride,Vervaardiging van lithiumhexafluorofosfaat,D,Zuid-Korea,Onbekend,"188,679",30-09-2007
09-09-2004,24834557,0B001c,(delen van) Ultra gascentrifuges,Uraniumverrijking,D,Verenigd Koninkrijk,Nederland,"55,905,718",30-09-2005
10-09-2004,24834441,1C350-02,Fosforoxychloride,Vervaardiging van farmaceutische producten,D,India,Duitsland,"211,450",30-09-2005
13-09-2004,24843416,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Testen,T,Zuid-Korea,Nederland,998,30-09-2005
14-09-2004,24839028,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Reparatie van buizen,T,Verenigde Arabische Emiraten,Nederland,"13,016",30-09-2005
15-09-2004,24640892,1C350-47,Fosforpentasulfide,Vervaardiging van pesticiden,D,India,Onbekend,"1,500,000",30-09-2005
15-09-2004,24819361,1C350-46,Triethanolamine,Vervaardiging van verf,D,Aruba,Onbekend,"1,217",30-09-2005
16-09-2004,24853780,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Sri Lanka,Onbekend,"36,504",31-08-2005
17-09-2004,24798755,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Wetenschappelijk onderzoek,D,China via Hongkong,Nederland,"4,800",30-09-2005
20-09-2004,24857867,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Testen,T,Israël,Nederland,"2,550",30-09-2005
20-09-2004,24857875,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Testen,T,Israël,Nederland,850,30-09-2005
21-09-2004,24852490,1C233,"Detectoren, bevattend Lithium",Meten van radioactiviteit,D,Verenigde Staten van Amerika,Nederland,"34,157",30-09-2005
21-09-2004,24860132,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Zuid-Afrika,Nederland,"126,350",30-09-2005
22-09-2004,24853799,1C350-46,Triethanolamine,Tbv de textielindustrie,D,Turkije,Iran,"19,740",30-09-2005
22-09-2004,24860140,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden,D,Diverse landen via Israël,Nederland,"1,810,197",30-09-2005
23-09-2004,24828220,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden (civiel),D,Rusland,Nederland,"8,000",30-09-2005
23-09-2004,24879097,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv de jacht,D,Kroatië,Nederland,"2,200",30-09-2005
24-09-2004,24888053,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Iran,Onbekend,"92,160",30-11-2005
27-09-2004,24892352,1C350-47,Fosforpentasulfide,Tbv de mijnbouw,D,Zuid-Afrika,Onbekend,"116,044",30-09-2005
27-09-2004,24892425,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Roemenië,Onbekend,"648,600",30-09-2005
28-09-2004,24894665,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Singapore,Nederland,"7,754",30-09-2005
28-09-2004,24894673,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Demonstratie,T,Singapore,Onbekend,"2,500",30-09-2005
28-09-2004,24897389,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Singapore,Nederland,"5,963",30-09-2005
05-10-2004,24898180,6A003b4,Camera's,"Metingen en onderzoek tbv milieu, glas en staalindustrie",D,Turkije,Onbekend,"25,000",31-10-2005
08-10-2004,24936546,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Indonesië,Onbekend,"102,473",30-11-2005
11-10-2004,24937631,1C350-07,Fosfortrichloride,Vervaardiging van anti-oxidanten en thermische stabilisatoren,D,Taiwan,Duitsland,"12,280",31-10-2005
14-10-2004,24913724,1C350-40,Kaliumcyanide,Tbv de galvano-industrie,D,Macedonië,Onbekend,"1,160",31-10-2005
14-10-2004,24938700,1C350-46,Triethanolamine,Tbv kosmetische- en voedingsmiddelenlindustrie,D,Jordanië,Onbekend,"12,190",31-10-2005
14-10-2004,24950018,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Singapore via Israël,Onbekend,"2,034",30-10-2005
15-10-2004,24918793,1C350-02,Fosforoxychloride,Vervaardiging van harsen,D,Brazilië,Onbekend,"39,525",30-10-2005
15-10-2004,24918807,1C350-47,Fosforpentasulfide,Tbv de mijnbouw,D,Zuid-Afrika,Onbekend,"333,467",30-10-2005
15-10-2004,24927709,1C350-38,Fosforpentachloride,Vervaardiging van geneesmiddelen,D,India,Duitsland,"48,658",30-10-2005
15-10-2004,24927717,1C350-02,Fosforoxychloride,Vervaardiging van harsen,D,Brazilië,Duitsland,"6,300",30-10-2005
18-10-2004,24947661,,Diverse elektronica,Diversen (zie toelichting),D,Diverse landen,Nederland,"4,500,000,000",31-10-2007
18-10-2004,24963233,1C350-03,Dimethylmethylfosfonaat,Vervaardiging van polymeren,D,Zuid-Afrika,Onbekend,"6,641",30-09-2005
19-10-2004,24763811,1C350-07,Fosfortrichloride,Vervaardiging van brandvertragers,D,Taiwan,Onbekend,"96,225",31-10-2005
19-10-2004,24853853,2B350i,Pompen (onderdelen voor),Verpompen van (organische) zuren,D,China,Lidstaten EU,"71,006",31-10-2005
19-10-2004,24942759,2B350g,Regelventielen,Regeling van olie- en gasstromen,D,Oman,Duitsland,"19,632",31-10-2005
19-10-2004,24966046,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Reparatie van buizen,T,Israël,Nederland,"79,600",31-10-2005
20-10-2004,24960080,1C450a1,Amiton,Onderzoek,D,Noorwegen,Nederland,"3,500",31-10-2005
21-10-2004,24918785,1C350-47,Fosforpentasulfide,Vervaardiging van additieven voor motorolie,D,Rusland,Onbekend,"1,784,112",31-10-2005
21-10-2004,24976351,2B226,Vacuüm inductie oven,Tbv onderhoud aan electriciteitscentrales,D,Iran,Nederland,"1,500,000",31-10-2005
22-10-2004,24979768,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv de jacht,D,Rusland,Onbekend,"40,000",31-10-2005
22-10-2004,24979792,0B002c,Opvangsystemen voor verarmd en verrijkt uraan,Uraniumverrijking,D,Verenigd Koninkrijk,Onbekend,"1,925,568",31-10-2005
22-10-2004,24983498,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Roemenië,Onbekend,"59,500",31-10-2005
25-10-2004,24983463,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Zuid-Korea,Onbekend,"9,000",31-10-2005
25-10-2004,24983471,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Zuid-Korea,Onbekend,"60,300",30-10-2005
27-10-2004,24987175,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden,D,Diverse landen via Israël,Nederland,"3,257,012",30-10-2005
28-10-2004,24967115,1C350-07,Fosfortrichloride,Vervaardiging van oxidanten,D,Mexico,Onbekend,"223,014",31-10-2005
28-10-2004,24993965,1C350-52,Zwaveldichloride,Tbv laboratoriumonderzoek,D,Verenigde Staten van Amerika,India,25,31-10-2005
29-10-2004,24998282,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Reparatie van buizen,T,Vietnam,Nederland,"5,550",30-10-2005
29-10-2004,24998290,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Singapore,Nederland,"145,973",30-10-2005
02-11-2004,25003780,6E002,Productieapparatuur en technologie,Vervaardiging van beeldversterkerbuizen,D,Rusland,Nederland,"6,745,976",30-11-2005
03-11-2004,24853918,1A004,"Gasmaskers met toebehoren, NBC-beschermingspakken",Tbv UNMIL,D,Liberia,Italië,"16,479",30-11-2005
03-11-2004,24916723,1C233,"Detectoren, bevattend Lithium",Observatie door haven- en douanediensten,D,Israël,Onbekend,"156,250",30-11-2005
03-11-2004,24937658,1C350-07,Fosfortrichloride,Vervaardiging van brandvertragers,D,Taiwan,Duitsland,"323,005",30-11-2005
04-11-2004,25002512,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Iran,Onbekend,"21,760",30-11-2005
05-11-2004,25017269,1C233,"Detectoren, bevattend Lithium",Tbv inbouw in meetinstrumenten,D,Frankrijk,Onbekend,"278,000",30-11-2005
09-11-2004,25006437,1C350-25,Methylbenzilaat,Vervaardiging van geneesmiddelen,D,India,Onbekend,"2,100",30-11-2005
09-11-2004,25022858,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Roemenië,Nederland,"45,000",30-11-2005
10-11-2004,25029836,6A003b3,Tweede generatie ICCD camera,Tbv evaluatie,T,Israël,Nederland,"6,500",30-11-2005
16-11-2004,25046420,3A233a,Spectrometer Elan 6000,Onderzoek van metalen,D,Rusland,Onbekend,"133,480",30-11-2005
16-11-2004,25050681,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Roemenië,Nederland,"1,120",30-11-2005
17-11-2004,25041402,1C350-16,Dimethylamine,Vervaardiging van herbiciden,D,Roemenië,Nederland,"9,560",30-11-2005
18-11-2004,25059174,6A003b,(Tweede generatie) beeldversterkerbuizen,Onderzoek en ontwikkeling van nachtzichtsystemen,D,Israël,Nederland,"25,230",30-11-2005
18-11-2004,25059204,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Onderzoek en ontwikkeling,D,Israël,Nederland,"11,400",30-11-2005
19-11-2004,24876152,3A233a,Spectrometer ELAN DRC-e,Onderzoek van het milieu,D,Rusland,Canada,"115,683",30-11-2005
19-11-2004,25063198,1C350-25,Methylbenzilaat,Vervaardiging van geneesmiddelen,D,Taiwan,Onbekend,"2,375",30-11-2005
